Txn_ID,Txn_Date,SKU,Warehouse_ID,Txn_Type,Quantity,Unit_Cost
INV00379,2026-06-29,SKU00435,WH-KOL,Outbound,47,1890.71
INV00380,2026-07-18,SKU00249,WH-MUM,Inbound,422,1814.53
INV00381,2026-07-29,SKU00012,WH-BLR,Inbound,195,828.21
INV00382,2026-03-30,SKU00477,WH-MUM,Inbound,393,699.44
INV00383,2026-02-08,SKU00212,WH-KOL,Inbound,585,8674.8
INV00384,2026-05-11,SKU00080,WH-KOL,Outbound,51,6023.78
INV00385,2026-05-01,SKU00219,WH-KOL,Inbound,504,802.72
INV00386,2026-04-06,SKU00267,WH-MUM,Inbound,666,2154.47
INV00387,2026-02-17,SKU00042,WH-DEL,Outbound,27,366.12
INV00388,2026-02-02,SKU00148,WH-BLR,Outbound,17,8543.4
INV00389,2026-03-09,SKU00263,WH-KOL,Inbound,426,3584.01
INV00390,2026-04-20,SKU00267,WH-MUM,Inbound,348,2154.47
INV00391,2026-05-21,SKU00349,WH-DEL,Outbound,24,7214.46
INV00392,2026-04-26,SKU00064,WH-KOL,Outbound,58,709.46
INV00393,2026-02-13,SKU00336,WH-BLR,Inbound,278,1514.56
INV00394,2026-06-20,SKU00342,WH-BLR,Outbound,1,2400.48
INV00395,2026-05-22,SKU00401,WH-BLR,Outbound,21,1900.66
INV00396,2026-07-04,SKU00083,WH-KOL,Inbound,523,6849.78
INV00397,2026-06-27,SKU00170,WH-KOL,Inbound,425,854.17
INV00398,2026-03-13,SKU00116,WH-MUM,Inbound,59,3552.65
INV00399,2026-02-08,SKU00463,WH-BLR,Inbound,735,3600.3
INV00400,2026-03-26,SKU00439,WH-BLR,Outbound,44,2098.48
INV00401,2026-03-29,SKU00495,WH-BLR,Outbound,26,772.9
INV00402,2026-05-15,SKU00349,WH-DEL,Inbound,200,7214.46
INV00403,2026-04-06,SKU00142,WH-MUM,Outbound,4,912.52
INV00404,2026-03-30,SKU00194,WH-MUM,Outbound,47,1280.91
INV00405,2026-03-12,SKU00446,WH-MUM,Inbound,597,1215.99
INV00406,2026-04-29,SKU00486,WH-MUM,Inbound,583,837.97
INV00407,2026-06-04,SKU00276,WH-KOL,Outbound,54,1805.73
INV00408,2026-05-23,SKU00362,WH-KOL,Inbound,255,11036.39
INV00409,2026-05-20,SKU00324,WH-KOL,Inbound,476,1652.07
INV00410,2026-04-14,SKU00159,WH-MUM,Outbound,4,1254.94
INV00411,2026-04-15,SKU00495,WH-BLR,Outbound,22,772.9
INV00412,2026-02-26,SKU00047,WH-MUM,Inbound,449,4945.23
INV00413,2026-03-19,SKU00109,WH-KOL,Outbound,48,2319.81
INV00414,2026-06-08,SKU00437,WH-MUM,Outbound,50,875.62
INV00415,2026-04-10,SKU00440,WH-BLR,Inbound,126,905.06
INV00416,2026-04-10,SKU00311,WH-KOL,Inbound,614,2724.13
INV00417,2026-06-15,SKU00295,WH-KOL,Outbound,38,662.59
INV00418,2026-02-04,SKU00321,WH-MUM,Inbound,363,874.13
INV00419,2026-07-03,SKU00422,WH-DEL,Inbound,751,2230.54
INV00420,2026-02-01,SKU00388,WH-KOL,Inbound,150,1917.96
INV00421,2026-03-22,SKU00428,WH-DEL,Inbound,272,199.03
INV00422,2026-06-08,SKU00207,WH-DEL,Outbound,1,3369.01
INV00423,2026-07-18,SKU00045,WH-BLR,Inbound,367,1351.96
INV00424,2026-06-03,SKU00211,WH-MUM,Inbound,182,466.45
INV00425,2026-02-26,SKU00209,WH-KOL,Outbound,59,680.56
INV00426,2026-03-20,SKU00345,WH-KOL,Inbound,298,5493.81
INV00427,2026-02-25,SKU00302,WH-BLR,Inbound,354,182.43
INV00428,2026-04-14,SKU00433,WH-MUM,Inbound,280,5339.29
INV00429,2026-06-03,SKU00020,WH-BLR,Inbound,327,1860.54
INV00430,2026-07-02,SKU00497,WH-KOL,Inbound,475,1676.27
INV00431,2026-04-07,SKU00071,WH-BLR,Outbound,54,171.17
INV00432,2026-07-11,SKU00057,WH-MUM,Inbound,665,1005.65
INV00433,2026-03-22,SKU00246,WH-KOL,Outbound,1,2079.08
INV00434,2026-06-05,SKU00058,WH-MUM,Outbound,43,2453.01
INV00435,2026-04-30,SKU00233,WH-MUM,Outbound,59,219.39
INV00436,2026-05-02,SKU00189,WH-MUM,Outbound,46,1312.08
INV00437,2026-07-05,SKU00340,WH-KOL,Inbound,626,1389.69
INV00438,2026-07-28,SKU00121,WH-MUM,Outbound,3,1919.73
INV00439,2026-06-22,SKU00331,WH-KOL,Outbound,2,1764.17
INV00440,2026-04-20,SKU00409,WH-MUM,Inbound,185,394.1
INV00441,2026-06-19,SKU00449,WH-BLR,Outbound,39,730.36
INV00442,2026-02-14,SKU00144,WH-BLR,Inbound,128,875.3
INV00443,2026-05-23,SKU00379,WH-MUM,Inbound,295,4206.88
INV00444,2026-07-27,SKU00065,WH-MUM,Outbound,48,2082.57
INV00445,2026-04-21,SKU00163,WH-MUM,Outbound,17,1911.13
INV00446,2026-05-12,SKU00342,WH-BLR,Outbound,15,2400.48
INV00447,2026-03-28,SKU00050,WH-BLR,Inbound,333,1378.09
INV00448,2026-04-01,SKU00202,WH-BLR,Inbound,195,3409.91
INV00449,2026-05-14,SKU00212,WH-KOL,Inbound,161,8674.8
INV00450,2026-03-06,SKU00170,WH-KOL,Outbound,43,854.17
INV00451,2026-06-25,SKU00036,WH-DEL,Inbound,629,1364.59
INV00452,2026-02-16,SKU00206,WH-KOL,Outbound,57,7902.26
INV00453,2026-05-18,SKU00437,WH-MUM,Inbound,61,875.62
INV00454,2026-04-22,SKU00241,WH-MUM,Inbound,671,2478.55
INV00455,2026-02-08,SKU00353,WH-MUM,Outbound,2,1292.72
INV00456,2026-03-05,SKU00414,WH-MUM,Outbound,17,400.83
INV00457,2026-06-02,SKU00431,WH-DEL,Inbound,108,9608.31
INV00458,2026-03-08,SKU00387,WH-MUM,Outbound,33,1977.63
INV00459,2026-04-23,SKU00022,WH-MUM,Inbound,382,9412.88
INV00460,2026-04-06,SKU00074,WH-KOL,Inbound,81,5681.87
INV00461,2026-05-29,SKU00022,WH-MUM,Inbound,246,9412.88
INV00462,2026-05-15,SKU00183,WH-BLR,Outbound,53,418.97
INV00463,2026-07-19,SKU00213,WH-KOL,Inbound,528,1674.16
INV00464,2026-07-04,SKU00422,WH-DEL,Outbound,4,2230.54
INV00465,2026-06-23,SKU00355,WH-BLR,Inbound,773,8423.07
INV00466,2026-04-10,SKU00184,WH-KOL,Outbound,39,748.55
INV00467,2026-03-06,SKU00279,WH-MUM,Outbound,59,1021.55
INV00468,2026-02-25,SKU00019,WH-KOL,Outbound,50,9568.66
INV00469,2026-04-02,SKU00027,WH-MUM,Inbound,536,2488.89
INV00470,2026-04-04,SKU00090,WH-MUM,Outbound,44,10547.52
INV00471,2026-07-29,SKU00215,WH-DEL,Inbound,420,5829.92
INV00472,2026-06-28,SKU00020,WH-BLR,Outbound,17,1860.54
INV00473,2026-02-11,SKU00238,WH-BLR,Inbound,634,944.37
INV00474,2026-07-24,SKU00339,WH-KOL,Outbound,35,329.07
INV00475,2026-02-06,SKU00411,WH-MUM,Inbound,463,9624.5
INV00476,2026-02-14,SKU00011,WH-KOL,Outbound,45,4389.51
INV00477,2026-02-11,SKU00320,WH-BLR,Outbound,15,11495.71
INV00478,2026-03-14,SKU00466,WH-DEL,Outbound,4,11449.89
INV00479,2026-06-19,SKU00266,WH-KOL,Outbound,39,268.37
INV00480,2026-04-28,SKU00390,WH-KOL,Outbound,29,164.46
INV00481,2026-05-18,SKU00345,WH-KOL,Outbound,5,5493.81
INV00482,2026-04-08,SKU00340,WH-KOL,Inbound,160,1389.69
INV00483,2026-03-08,SKU00292,WH-MUM,Inbound,762,2101.59
INV00484,2026-02-01,SKU00034,WH-BLR,Outbound,13,1790.1
INV00485,2026-06-08,SKU00262,WH-KOL,Inbound,131,882.31
INV00486,2026-05-16,SKU00390,WH-KOL,Inbound,597,164.46
INV00487,2026-06-20,SKU00498,WH-KOL,Outbound,39,735.5
INV00488,2026-02-27,SKU00178,WH-DEL,Outbound,31,10878.35
INV00489,2026-06-11,SKU00044,WH-DEL,Inbound,527,8162.88
INV00490,2026-06-05,SKU00481,WH-MUM,Inbound,662,1046.17
INV00491,2026-03-26,SKU00432,WH-MUM,Outbound,48,1455.14
INV00492,2026-04-17,SKU00182,WH-DEL,Outbound,40,10232.53
INV00493,2026-03-19,SKU00231,WH-MUM,Outbound,46,11833.47
INV00494,2026-04-23,SKU00015,WH-DEL,Inbound,225,7048.89
INV00495,2026-03-13,SKU00271,WH-MUM,Inbound,197,1798.35
INV00496,2026-02-18,SKU00412,WH-MUM,Outbound,54,9687.41
INV00497,2026-04-11,SKU00354,WH-BLR,Outbound,30,8745.97
INV00498,2026-07-10,SKU00433,WH-MUM,Outbound,25,5339.29
INV00499,2026-02-15,SKU00236,WH-BLR,Outbound,26,2085.22
INV00500,2026-05-30,SKU00031,WH-MUM,Inbound,77,670.48
INV00501,2026-05-15,SKU00219,WH-KOL,Outbound,51,802.72
INV00502,2026-03-18,SKU00402,WH-MUM,Outbound,56,1387.1
INV00503,2026-03-16,SKU00404,WH-DEL,Outbound,55,609.33
INV00504,2026-05-20,SKU00162,WH-BLR,Outbound,23,1919.05
INV00505,2026-05-09,SKU00272,WH-MUM,Outbound,41,5954.63
INV00506,2026-05-11,SKU00481,WH-MUM,Outbound,49,1046.17
INV00507,2026-02-05,SKU00491,WH-MUM,Inbound,337,3122.09
INV00508,2026-05-30,SKU00272,WH-MUM,Inbound,274,5954.63
INV00509,2026-03-21,SKU00453,WH-BLR,Inbound,795,1075.54
INV00510,2026-05-17,SKU00298,WH-BLR,Inbound,54,2124.17
INV00511,2026-02-05,SKU00279,WH-MUM,Inbound,586,1021.55
INV00512,2026-02-07,SKU00086,WH-BLR,Outbound,39,1011.59
INV00513,2026-03-27,SKU00420,WH-BLR,Outbound,29,655.32
INV00514,2026-06-05,SKU00492,WH-BLR,Inbound,123,1123.17
INV00515,2026-04-04,SKU00314,WH-MUM,Outbound,31,2421.37
INV00516,2026-07-09,SKU00447,WH-DEL,Inbound,415,556.11
INV00517,2026-04-22,SKU00220,WH-MUM,Outbound,25,4706.79
INV00518,2026-06-15,SKU00429,WH-BLR,Inbound,143,1908.01
INV00519,2026-03-05,SKU00128,WH-DEL,Outbound,50,2884.26
INV00520,2026-05-19,SKU00488,WH-DEL,Outbound,3,2491.44
INV00521,2026-07-06,SKU00446,WH-MUM,Outbound,42,1215.99
INV00522,2026-03-21,SKU00484,WH-BLR,Outbound,44,1498.14
INV00523,2026-06-21,SKU00222,WH-BLR,Inbound,441,1173.02
INV00524,2026-02-08,SKU00317,WH-MUM,Outbound,42,7090.7
INV00525,2026-06-30,SKU00250,WH-KOL,Outbound,48,3336.03
INV00526,2026-02-20,SKU00474,WH-KOL,Outbound,14,7851.39
INV00527,2026-05-10,SKU00075,WH-MUM,Inbound,621,1714.84
INV00528,2026-03-03,SKU00420,WH-BLR,Inbound,69,655.32
INV00529,2026-05-24,SKU00006,WH-KOL,Outbound,54,687.85
INV00530,2026-05-05,SKU00038,WH-KOL,Inbound,430,3912.67
INV00531,2026-03-24,SKU00168,WH-MUM,Outbound,1,867.2
INV00532,2026-04-11,SKU00309,WH-MUM,Outbound,50,1171.45
INV00533,2026-04-02,SKU00158,WH-MUM,Outbound,32,9970.62
INV00534,2026-02-17,SKU00023,WH-KOL,Outbound,8,2516.42
INV00535,2026-06-23,SKU00286,WH-KOL,Outbound,46,11666.17
INV00536,2026-03-30,SKU00495,WH-BLR,Outbound,27,772.9
INV00537,2026-05-12,SKU00329,WH-BLR,Inbound,657,2228.79
INV00538,2026-02-02,SKU00280,WH-KOL,Inbound,561,6931.86
INV00539,2026-06-16,SKU00052,WH-DEL,Inbound,352,1137.66
INV00540,2026-04-23,SKU00042,WH-DEL,Inbound,698,366.12
INV00541,2026-04-18,SKU00327,WH-BLR,Outbound,17,2584.24
INV00542,2026-04-20,SKU00497,WH-KOL,Outbound,51,1676.27
INV00543,2026-07-28,SKU00240,WH-BLR,Inbound,242,1882.77
INV00544,2026-05-02,SKU00441,WH-MUM,Outbound,7,7864.83
INV00545,2026-04-15,SKU00112,WH-DEL,Outbound,22,1638.05
INV00546,2026-04-02,SKU00285,WH-BLR,Inbound,767,2040.13
INV00547,2026-06-30,SKU00361,WH-MUM,Outbound,54,374.74
INV00548,2026-06-14,SKU00444,WH-DEL,Inbound,457,5179.54
INV00549,2026-03-03,SKU00470,WH-MUM,Outbound,33,882.17
INV00550,2026-03-27,SKU00369,WH-DEL,Inbound,169,8667.87
INV00551,2026-02-22,SKU00231,WH-MUM,Inbound,640,11833.47
INV00552,2026-03-01,SKU00362,WH-KOL,Inbound,728,11036.39
INV00553,2026-06-23,SKU00380,WH-BLR,Inbound,173,380.87
INV00554,2026-07-29,SKU00023,WH-KOL,Outbound,45,2516.42
INV00555,2026-05-01,SKU00500,WH-MUM,Outbound,42,5429.77
INV00556,2026-05-03,SKU00403,WH-MUM,Inbound,673,5853.86
INV00557,2026-02-16,SKU00482,WH-MUM,Outbound,58,1836.71
INV00558,2026-03-15,SKU00469,WH-BLR,Inbound,672,5123.19
INV00559,2026-02-18,SKU00216,WH-BLR,Inbound,218,920.15
INV00560,2026-07-01,SKU00313,WH-KOL,Outbound,41,1079.2
INV00561,2026-04-29,SKU00003,WH-DEL,Inbound,298,1314.42
INV00562,2026-03-02,SKU00183,WH-BLR,Inbound,173,418.97
INV00563,2026-06-16,SKU00199,WH-MUM,Outbound,49,1638.56
INV00564,2026-06-20,SKU00334,WH-BLR,Outbound,24,1179.4
INV00565,2026-02-03,SKU00284,WH-DEL,Outbound,15,2058.16
INV00566,2026-02-24,SKU00432,WH-MUM,Outbound,21,1455.14
INV00567,2026-04-11,SKU00448,WH-MUM,Inbound,260,11512.49
INV00568,2026-07-25,SKU00159,WH-MUM,Outbound,11,1254.94
INV00569,2026-03-21,SKU00423,WH-BLR,Inbound,251,6943.79
INV00570,2026-02-19,SKU00274,WH-KOL,Inbound,577,6759.66
INV00571,2026-05-01,SKU00422,WH-DEL,Inbound,729,2230.54
INV00572,2026-02-01,SKU00457,WH-MUM,Outbound,4,10584.3
INV00573,2026-07-28,SKU00054,WH-BLR,Outbound,14,1923.43
INV00574,2026-03-15,SKU00208,WH-DEL,Inbound,617,10562.59
INV00575,2026-04-07,SKU00356,WH-MUM,Outbound,23,9157.17
INV00576,2026-04-28,SKU00412,WH-MUM,Inbound,414,9687.41
INV00577,2026-05-12,SKU00344,WH-BLR,Inbound,667,440.76
INV00578,2026-04-06,SKU00224,WH-KOL,Outbound,33,6709.79
INV00579,2026-07-08,SKU00357,WH-MUM,Outbound,17,825.85
INV00580,2026-07-30,SKU00418,WH-MUM,Inbound,83,1493.1
INV00581,2026-06-10,SKU00124,WH-BLR,Outbound,43,9532.62
INV00582,2026-05-26,SKU00426,WH-MUM,Inbound,94,145.33
INV00583,2026-06-19,SKU00413,WH-MUM,Outbound,11,5304.73
INV00584,2026-03-30,SKU00493,WH-BLR,Outbound,13,558.06
INV00585,2026-03-08,SKU00139,WH-BLR,Outbound,54,2060.24
INV00586,2026-05-27,SKU00130,WH-BLR,Outbound,9,2485.49
INV00587,2026-05-04,SKU00091,WH-DEL,Outbound,15,7317.96
INV00588,2026-03-04,SKU00370,WH-MUM,Inbound,635,5792.33
INV00589,2026-07-20,SKU00492,WH-BLR,Inbound,308,1123.17
INV00590,2026-02-20,SKU00184,WH-KOL,Inbound,221,748.55
INV00591,2026-03-28,SKU00423,WH-BLR,Inbound,695,6943.79
INV00592,2026-06-03,SKU00267,WH-MUM,Outbound,50,2154.47
INV00593,2026-03-27,SKU00228,WH-BLR,Inbound,655,5278.75
INV00594,2026-05-02,SKU00180,WH-DEL,Inbound,415,5711.83
INV00595,2026-02-15,SKU00231,WH-MUM,Inbound,608,11833.47
INV00596,2026-04-30,SKU00124,WH-BLR,Outbound,39,9532.62
INV00597,2026-05-16,SKU00063,WH-MUM,Outbound,26,10724.93
INV00598,2026-06-17,SKU00323,WH-BLR,Inbound,53,499.13
INV00599,2026-05-03,SKU00428,WH-DEL,Outbound,47,199.03
INV00600,2026-04-06,SKU00405,WH-MUM,Outbound,35,601.86
INV00601,2026-07-08,SKU00281,WH-BLR,Outbound,3,6051.72
INV00602,2026-07-28,SKU00270,WH-BLR,Outbound,38,11314.66
INV00603,2026-04-27,SKU00229,WH-KOL,Inbound,346,1018.62
INV00604,2026-05-28,SKU00199,WH-MUM,Outbound,7,1638.56
INV00605,2026-05-18,SKU00278,WH-MUM,Outbound,2,5478.21
INV00606,2026-07-16,SKU00380,WH-BLR,Inbound,664,380.87
INV00607,2026-06-03,SKU00150,WH-MUM,Outbound,31,2262.09
INV00608,2026-07-08,SKU00104,WH-KOL,Inbound,613,585.83
INV00609,2026-06-06,SKU00254,WH-MUM,Inbound,484,9288.27
INV00610,2026-02-05,SKU00167,WH-KOL,Inbound,155,3904.53
INV00611,2026-07-30,SKU00112,WH-DEL,Inbound,264,1638.05
INV00612,2026-02-01,SKU00323,WH-BLR,Outbound,55,499.13
INV00613,2026-03-08,SKU00427,WH-MUM,Inbound,789,166.09
INV00614,2026-07-03,SKU00037,WH-MUM,Inbound,244,2029.84
INV00615,2026-03-27,SKU00082,WH-BLR,Outbound,11,5223.71
INV00616,2026-04-03,SKU00231,WH-MUM,Inbound,539,11833.47
INV00617,2026-06-10,SKU00314,WH-MUM,Outbound,7,2421.37
INV00618,2026-06-26,SKU00277,WH-MUM,Inbound,447,9601.1
INV00619,2026-05-10,SKU00310,WH-BLR,Outbound,25,6386.15
INV00620,2026-05-13,SKU00421,WH-KOL,Inbound,126,253.19
INV00621,2026-04-09,SKU00145,WH-MUM,Inbound,602,1430.63
INV00622,2026-05-13,SKU00169,WH-BLR,Outbound,28,9131.35
INV00623,2026-03-07,SKU00483,WH-MUM,Outbound,19,486.43
INV00624,2026-02-03,SKU00414,WH-MUM,Inbound,137,400.83
INV00625,2026-03-31,SKU00337,WH-BLR,Inbound,247,2248.76
INV00626,2026-07-23,SKU00038,WH-KOL,Outbound,13,3912.67
INV00627,2026-07-20,SKU00297,WH-BLR,Outbound,2,1370.96
INV00628,2026-02-20,SKU00456,WH-BLR,Inbound,375,401.21
INV00629,2026-05-12,SKU00375,WH-BLR,Outbound,7,2972.67
INV00630,2026-07-28,SKU00152,WH-MUM,Inbound,691,1595.73
INV00631,2026-06-17,SKU00387,WH-MUM,Outbound,6,1977.63
INV00632,2026-02-05,SKU00289,WH-DEL,Outbound,4,781.96
INV00633,2026-03-22,SKU00002,WH-KOL,Inbound,240,137.81
INV00634,2026-06-04,SKU00079,WH-BLR,Inbound,748,4863.08
INV00635,2026-05-04,SKU00260,WH-MUM,Outbound,3,2081.26
INV00636,2026-06-06,SKU00316,WH-MUM,Outbound,2,2498.51
INV00637,2026-03-06,SKU00411,WH-MUM,Inbound,62,9624.5
INV00638,2026-06-04,SKU00010,WH-MUM,Outbound,46,1943.7
INV00639,2026-05-13,SKU00041,WH-DEL,Inbound,148,1123.07
INV00640,2026-07-17,SKU00002,WH-KOL,Inbound,374,137.81
INV00641,2026-02-27,SKU00266,WH-KOL,Outbound,18,268.37
INV00642,2026-05-17,SKU00127,WH-KOL,Inbound,200,479.88
INV00643,2026-07-01,SKU00423,WH-BLR,Outbound,15,6943.79
INV00644,2026-06-05,SKU00139,WH-BLR,Inbound,795,2060.24
INV00645,2026-02-24,SKU00370,WH-MUM,Inbound,711,5792.33
INV00646,2026-05-09,SKU00139,WH-BLR,Outbound,2,2060.24
INV00647,2026-06-26,SKU00225,WH-MUM,Inbound,272,8469.03
INV00648,2026-07-01,SKU00399,WH-DEL,Outbound,5,6880.47
INV00649,2026-02-13,SKU00119,WH-BLR,Inbound,355,639.85
INV00650,2026-06-03,SKU00197,WH-MUM,Inbound,779,4238.42
INV00651,2026-07-16,SKU00033,WH-KOL,Outbound,48,1276.72
INV00652,2026-05-16,SKU00019,WH-KOL,Outbound,22,9568.66
INV00653,2026-07-02,SKU00410,WH-KOL,Outbound,14,1875.94
INV00654,2026-05-13,SKU00107,WH-BLR,Outbound,55,5299.07
INV00655,2026-06-06,SKU00487,WH-KOL,Outbound,9,2169.7
INV00656,2026-05-31,SKU00300,WH-KOL,Inbound,657,2270.99
INV00657,2026-06-01,SKU00290,WH-DEL,Outbound,5,8503.82
INV00658,2026-07-23,SKU00236,WH-BLR,Outbound,38,2085.22
INV00659,2026-04-12,SKU00456,WH-BLR,Outbound,27,401.21
INV00660,2026-05-24,SKU00212,WH-KOL,Inbound,664,8674.8
INV00661,2026-07-30,SKU00247,WH-BLR,Outbound,54,7998.99
INV00662,2026-07-27,SKU00034,WH-BLR,Outbound,55,1790.1
INV00663,2026-02-01,SKU00108,WH-DEL,Outbound,16,7866.05
INV00664,2026-03-26,SKU00106,WH-BLR,Outbound,1,2011.43
INV00665,2026-02-09,SKU00020,WH-BLR,Inbound,536,1860.54
INV00666,2026-06-01,SKU00287,WH-MUM,Outbound,13,2477.64
INV00667,2026-06-10,SKU00355,WH-BLR,Outbound,46,8423.07
INV00668,2026-05-25,SKU00252,WH-BLR,Outbound,49,8701.98
INV00669,2026-05-19,SKU00250,WH-KOL,Outbound,6,3336.03
INV00670,2026-02-18,SKU00233,WH-MUM,Inbound,247,219.39
INV00671,2026-03-19,SKU00444,WH-DEL,Inbound,471,5179.54
INV00672,2026-03-07,SKU00010,WH-MUM,Inbound,665,1943.7
INV00673,2026-04-11,SKU00098,WH-KOL,Outbound,5,10029.72
INV00674,2026-05-20,SKU00185,WH-BLR,Outbound,50,7837.47
INV00675,2026-05-19,SKU00440,WH-BLR,Outbound,15,905.06
INV00676,2026-05-22,SKU00223,WH-KOL,Outbound,46,2179.94
INV00677,2026-04-16,SKU00396,WH-BLR,Inbound,482,5350.41
INV00678,2026-02-04,SKU00275,WH-BLR,Outbound,30,7591.41
INV00679,2026-02-12,SKU00474,WH-KOL,Outbound,11,7851.39
INV00680,2026-02-10,SKU00461,WH-MUM,Inbound,266,695.7
INV00681,2026-02-07,SKU00413,WH-MUM,Inbound,367,5304.73
INV00682,2026-03-23,SKU00148,WH-BLR,Inbound,780,8543.4
INV00683,2026-04-21,SKU00201,WH-MUM,Outbound,26,11137.81
INV00684,2026-03-22,SKU00302,WH-BLR,Inbound,394,182.43
INV00685,2026-04-27,SKU00395,WH-BLR,Inbound,117,1053.28
INV00686,2026-07-25,SKU00140,WH-KOL,Inbound,463,1477.48
INV00687,2026-06-01,SKU00322,WH-KOL,Outbound,25,1281.08
INV00688,2026-05-31,SKU00497,WH-KOL,Outbound,25,1676.27
INV00689,2026-07-28,SKU00463,WH-BLR,Outbound,5,3600.3
INV00690,2026-05-02,SKU00142,WH-MUM,Outbound,23,912.52
INV00691,2026-02-15,SKU00387,WH-MUM,Inbound,218,1977.63
INV00692,2026-06-25,SKU00284,WH-DEL,Outbound,43,2058.16
INV00693,2026-03-23,SKU00230,WH-MUM,Inbound,669,1265.91
INV00694,2026-06-23,SKU00428,WH-DEL,Outbound,12,199.03
INV00695,2026-05-16,SKU00466,WH-DEL,Outbound,46,11449.89
INV00696,2026-06-01,SKU00453,WH-BLR,Outbound,18,1075.54
INV00697,2026-04-04,SKU00264,WH-BLR,Inbound,559,111.35
INV00698,2026-02-27,SKU00195,WH-BLR,Inbound,536,2145.91
INV00699,2026-03-26,SKU00131,WH-BLR,Outbound,10,8985.14
INV00700,2026-06-30,SKU00420,WH-BLR,Inbound,583,655.32
INV00701,2026-03-28,SKU00016,WH-BLR,Inbound,584,173.77
INV00702,2026-02-24,SKU00323,WH-BLR,Outbound,11,499.13
INV00703,2026-03-11,SKU00188,WH-DEL,Outbound,27,5522.04
INV00704,2026-06-26,SKU00170,WH-KOL,Inbound,443,854.17
INV00705,2026-05-22,SKU00469,WH-BLR,Inbound,522,5123.19
INV00706,2026-07-23,SKU00210,WH-MUM,Inbound,319,3140.12
INV00707,2026-05-26,SKU00418,WH-MUM,Outbound,37,1493.1
INV00708,2026-04-05,SKU00235,WH-DEL,Outbound,58,6615.42
INV00709,2026-06-08,SKU00260,WH-MUM,Outbound,20,2081.26
INV00710,2026-02-21,SKU00357,WH-MUM,Inbound,547,825.85
INV00711,2026-02-24,SKU00030,WH-BLR,Outbound,11,795.94
INV00712,2026-06-17,SKU00389,WH-KOL,Inbound,691,1416.12
INV00713,2026-03-05,SKU00320,WH-BLR,Outbound,39,11495.71
INV00714,2026-04-19,SKU00196,WH-BLR,Inbound,570,1010.0
INV00715,2026-07-30,SKU00435,WH-KOL,Inbound,434,1890.71
INV00716,2026-07-09,SKU00355,WH-BLR,Inbound,226,8423.07
INV00717,2026-03-17,SKU00094,WH-DEL,Inbound,660,575.1
INV00718,2026-05-01,SKU00027,WH-MUM,Inbound,337,2488.89
INV00719,2026-05-22,SKU00205,WH-DEL,Outbound,38,9692.27
INV00720,2026-06-08,SKU00020,WH-BLR,Outbound,26,1860.54
INV00721,2026-02-16,SKU00478,WH-KOL,Inbound,756,2079.08
INV00722,2026-03-27,SKU00186,WH-BLR,Inbound,131,166.06
INV00723,2026-06-14,SKU00217,WH-BLR,Outbound,9,214.53
INV00724,2026-02-21,SKU00223,WH-KOL,Inbound,351,2179.94
INV00725,2026-02-25,SKU00395,WH-BLR,Inbound,660,1053.28
INV00726,2026-07-01,SKU00307,WH-MUM,Outbound,7,1107.62
INV00727,2026-04-13,SKU00091,WH-DEL,Inbound,370,7317.96
INV00728,2026-07-27,SKU00207,WH-DEL,Inbound,353,3369.01
INV00729,2026-03-12,SKU00255,WH-MUM,Outbound,48,11085.77
INV00730,2026-04-17,SKU00025,WH-KOL,Outbound,53,5654.27
INV00731,2026-04-18,SKU00143,WH-MUM,Inbound,277,745.93
INV00732,2026-04-28,SKU00126,WH-MUM,Outbound,43,2406.61
INV00733,2026-07-18,SKU00111,WH-MUM,Inbound,761,174.54
INV00734,2026-03-18,SKU00426,WH-MUM,Outbound,53,145.33
INV00735,2026-03-19,SKU00410,WH-KOL,Outbound,15,1875.94
INV00736,2026-04-16,SKU00407,WH-KOL,Inbound,327,11116.04
INV00737,2026-03-04,SKU00500,WH-MUM,Outbound,49,5429.77
INV00738,2026-05-21,SKU00479,WH-MUM,Inbound,661,8467.6
INV00739,2026-02-14,SKU00260,WH-MUM,Outbound,49,2081.26
INV00740,2026-02-10,SKU00462,WH-BLR,Inbound,796,517.67
INV00741,2026-03-07,SKU00189,WH-MUM,Outbound,41,1312.08
INV00742,2026-03-31,SKU00228,WH-BLR,Outbound,45,5278.75
INV00743,2026-06-21,SKU00417,WH-DEL,Outbound,18,8095.48
INV00744,2026-03-24,SKU00445,WH-KOL,Inbound,124,126.16
INV00745,2026-03-10,SKU00275,WH-BLR,Inbound,130,7591.41
INV00746,2026-05-08,SKU00282,WH-MUM,Outbound,11,1909.63
INV00747,2026-07-22,SKU00252,WH-BLR,Outbound,41,8701.98
INV00748,2026-03-07,SKU00288,WH-BLR,Outbound,45,2081.82
INV00749,2026-03-24,SKU00081,WH-MUM,Outbound,2,836.66
INV00750,2026-05-28,SKU00122,WH-BLR,Inbound,255,10686.17
INV00751,2026-03-17,SKU00223,WH-KOL,Outbound,59,2179.94
INV00752,2026-04-07,SKU00410,WH-KOL,Inbound,137,1875.94
INV00753,2026-06-29,SKU00412,WH-MUM,Inbound,344,9687.41
INV00754,2026-03-25,SKU00110,WH-DEL,Outbound,27,5876.46
INV00755,2026-05-20,SKU00208,WH-DEL,Outbound,28,10562.59
INV00756,2026-04-22,SKU00037,WH-MUM,Outbound,21,2029.84
INV00757,2026-04-24,SKU00089,WH-MUM,Outbound,50,1266.65
