Return_ID,Order_ID,SKU,Seller_ID,Warehouse_ID,Return_Reason,Return_Date,Refund_Amount,Resolution_Time_hrs,Return_Category
RET00237,ORD000763,SKU00189,SEL0090,WH-MUM,Damaged Product,2026-06-19,5137.47,46,Seller Fault
RET00238,ORD003630,SKU00151,SEL0014,WH-BLR,Changed Mind,2026-03-20,1483.66,54,Customer Preference
RET00239,ORD006238,SKU00141,SEL0111,WH-BLR,Wrong Item Delivered,2026-07-24,4932.81,98,Seller Fault
RET00240,ORD001115,SKU00151,SEL0014,WH-BLR,Quality Not as Expected,2026-04-27,4450.98,66,Customer Preference
RET00241,ORD002616,SKU00312,SEL0022,WH-MUM,Changed Mind,2026-05-01,6681.24,70,Customer Preference
RET00242,ORD007500,SKU00018,SEL0060,WH-BLR,Changed Mind,2026-06-25,36805.08,34,Customer Preference
RET00243,ORD000109,SKU00321,SEL0138,WH-MUM,Better Price Found,2026-02-10,2134.04,12,Customer Preference
RET00244,ORD006746,SKU00081,SEL0088,WH-MUM,Late Delivery,2026-04-28,2069.8,66,Logistics Fault
RET00245,ORD004440,SKU00356,SEL0024,WH-MUM,Wrong Item Delivered,2026-08-01,28666.2,19,Seller Fault
RET00246,ORD008692,SKU00327,SEL0071,WH-BLR,Damaged Product,2026-07-20,8221.3,15,Seller Fault
RET00247,ORD011433,SKU00362,SEL0135,WH-KOL,Damaged Product,2026-05-03,28362.78,96,Seller Fault
RET00248,ORD010983,SKU00398,SEL0129,WH-DEL,Damaged Product,2026-07-24,7371.24,48,Seller Fault
RET00249,ORD003083,SKU00371,SEL0150,WH-BLR,Late Delivery,2026-05-12,759.22,61,Logistics Fault
RET00250,ORD000224,SKU00324,SEL0076,WH-KOL,Quality Not as Expected,2026-05-26,2427.72,104,Customer Preference
RET00251,ORD008078,SKU00270,SEL0014,WH-BLR,Quality Not as Expected,2026-03-28,35704.52,114,Customer Preference
RET00252,ORD005519,SKU00342,SEL0143,WH-BLR,Changed Mind,2026-05-01,7164.84,5,Customer Preference
RET00253,ORD004288,SKU00084,SEL0052,WH-DEL,Wrong Item Delivered,2026-05-13,4438.83,104,Seller Fault
RET00254,ORD003193,SKU00181,SEL0056,WH-MUM,Wrong Item Delivered,2026-06-02,1597.82,5,Seller Fault
RET00255,ORD008635,SKU00006,SEL0118,WH-KOL,Better Price Found,2026-03-26,1781.7,73,Customer Preference
RET00256,ORD006199,SKU00366,SEL0143,WH-BLR,Damaged Product,2026-03-11,3404.07,41,Seller Fault
RET00257,ORD004372,SKU00406,SEL0018,WH-KOL,Damaged Product,2026-05-11,29028.24,118,Seller Fault
RET00258,ORD005398,SKU00054,SEL0147,WH-BLR,Product Defective,2026-08-07,8616.0,36,Seller Fault
RET00259,ORD011534,SKU00215,SEL0069,WH-DEL,Better Price Found,2026-04-17,27372.54,4,Customer Preference
RET00260,ORD005327,SKU00373,SEL0016,WH-BLR,Damaged Product,2026-06-11,1877.86,103,Seller Fault
RET00261,ORD007111,SKU00402,SEL0079,WH-MUM,Late Delivery,2026-06-14,5498.85,50,Logistics Fault
RET00262,ORD006327,SKU00242,SEL0090,WH-MUM,Quality Not as Expected,2026-03-25,2940.41,36,Customer Preference
RET00263,ORD004635,SKU00030,SEL0011,WH-BLR,Wrong Item Delivered,2026-07-07,1113.36,15,Seller Fault
RET00264,ORD008880,SKU00157,SEL0103,WH-KOL,Damaged Product,2026-03-10,1527.19,83,Seller Fault
RET00265,ORD011309,SKU00152,SEL0088,WH-MUM,Size Issue,2026-06-30,4937.12,29,Customer Preference
RET00266,ORD003725,SKU00413,SEL0133,WH-MUM,Late Delivery,2026-03-24,6785.15,108,Logistics Fault
RET00267,ORD005695,SKU00464,SEL0011,WH-BLR,Product Defective,2026-05-06,3898.1,59,Seller Fault
RET00268,ORD010495,SKU00416,SEL0049,WH-BLR,Changed Mind,2026-03-31,28654.17,104,Customer Preference
RET00269,ORD002539,SKU00003,SEL0010,WH-DEL,Wrong Item Delivered,2026-03-30,3392.92,98,Seller Fault
RET00270,ORD005446,SKU00485,SEL0099,WH-KOL,Size Issue,2026-07-08,5805.71,84,Customer Preference
RET00271,ORD006907,SKU00245,SEL0030,WH-BLR,Damaged Product,2026-05-01,1921.29,71,Seller Fault
RET00272,ORD002266,SKU00316,SEL0006,WH-MUM,Damaged Product,2026-03-25,2881.7,38,Seller Fault
RET00273,ORD000410,SKU00090,SEL0029,WH-MUM,Wrong Item Delivered,2026-07-05,27814.0,35,Seller Fault
RET00274,ORD007943,SKU00131,SEL0014,WH-BLR,Quality Not as Expected,2026-06-25,11835.18,101,Customer Preference
RET00275,ORD004824,SKU00329,SEL0113,WH-BLR,Size Issue,2026-03-21,3327.43,118,Customer Preference
RET00276,ORD009012,SKU00330,SEL0143,WH-BLR,Size Issue,2026-04-20,2132.26,59,Customer Preference
RET00277,ORD004207,SKU00171,SEL0024,WH-MUM,Size Issue,2026-03-11,14520.12,64,Customer Preference
RET00278,ORD001093,SKU00342,SEL0143,WH-BLR,Quality Not as Expected,2026-04-01,7164.84,17,Customer Preference
RET00279,ORD011497,SKU00434,SEL0014,WH-BLR,Better Price Found,2026-05-25,4728.95,45,Customer Preference
RET00280,ORD003354,SKU00106,SEL0094,WH-BLR,Quality Not as Expected,2026-07-26,8616.99,12,Customer Preference
RET00281,ORD006773,SKU00037,SEL0073,WH-MUM,Size Issue,2026-06-20,8522.22,74,Customer Preference
RET00282,ORD004537,SKU00207,SEL0129,WH-DEL,Damaged Product,2026-02-15,9004.56,9,Seller Fault
RET00283,ORD000406,SKU00317,SEL0089,WH-MUM,Better Price Found,2026-03-01,18639.08,6,Customer Preference
RET00284,ORD007860,SKU00390,SEL0050,WH-KOL,Damaged Product,2026-06-16,699.75,117,Seller Fault
RET00285,ORD005366,SKU00257,SEL0008,WH-BLR,Damaged Product,2026-05-29,3259.69,61,Seller Fault
RET00286,ORD010583,SKU00486,SEL0138,WH-MUM,Product Defective,2026-07-10,1275.8,43,Seller Fault
RET00287,ORD005907,SKU00037,SEL0073,WH-MUM,Quality Not as Expected,2026-04-22,5681.48,34,Customer Preference
RET00288,ORD006716,SKU00424,SEL0119,WH-MUM,Size Issue,2026-07-18,1180.6,54,Customer Preference
RET00289,ORD009355,SKU00495,SEL0107,WH-BLR,Size Issue,2026-05-08,3489.81,94,Customer Preference
RET00290,ORD004345,SKU00469,SEL0150,WH-BLR,Size Issue,2026-07-10,12155.34,80,Customer Preference
RET00291,ORD010414,SKU00167,SEL0120,WH-KOL,Size Issue,2026-02-25,10903.62,78,Customer Preference
RET00292,ORD003594,SKU00440,SEL0145,WH-BLR,Size Issue,2026-05-09,2650.32,101,Customer Preference
RET00293,ORD000994,SKU00175,SEL0092,WH-MUM,Quality Not as Expected,2026-05-23,14322.46,105,Customer Preference
RET00294,ORD003112,SKU00188,SEL0003,WH-DEL,Size Issue,2026-03-04,7329.58,93,Customer Preference
RET00295,ORD008822,SKU00076,SEL0027,WH-MUM,Size Issue,2026-06-22,2792.44,18,Customer Preference
RET00296,ORD009145,SKU00291,SEL0115,WH-DEL,Size Issue,2026-02-10,11695.61,80,Customer Preference
RET00297,ORD007166,SKU00277,SEL0133,WH-MUM,Size Issue,2026-04-27,13912.58,18,Customer Preference
RET00298,ORD008520,SKU00379,SEL0101,WH-MUM,Changed Mind,2026-04-13,17836.95,71,Customer Preference
RET00299,ORD008850,SKU00054,SEL0147,WH-BLR,Better Price Found,2026-04-11,2872.0,32,Customer Preference
RET00300,ORD002048,SKU00299,SEL0116,WH-KOL,Better Price Found,2026-06-08,14013.66,78,Customer Preference
RET00301,ORD009970,SKU00326,SEL0025,WH-MUM,Quality Not as Expected,2026-06-01,3020.88,107,Customer Preference
RET00302,ORD008609,SKU00008,SEL0008,WH-BLR,Size Issue,2026-05-31,2655.88,107,Customer Preference
RET00303,ORD005032,SKU00099,SEL0060,WH-BLR,Quality Not as Expected,2026-03-03,1320.07,114,Customer Preference
RET00304,ORD005435,SKU00010,SEL0093,WH-MUM,Quality Not as Expected,2026-06-22,2983.52,65,Customer Preference
RET00305,ORD011030,SKU00382,SEL0044,WH-BLR,Changed Mind,2026-03-06,3235.12,89,Customer Preference
RET00306,ORD008408,SKU00247,SEL0144,WH-BLR,Quality Not as Expected,2026-06-06,10772.3,90,Customer Preference
RET00307,ORD010832,SKU00415,SEL0050,WH-KOL,Changed Mind,2026-05-21,45584.28,55,Customer Preference
RET00308,ORD007732,SKU00097,SEL0007,WH-BLR,Changed Mind,2026-07-22,3685.35,102,Customer Preference
RET00309,ORD002675,SKU00241,SEL0002,WH-MUM,Product Defective,2026-07-16,3137.67,62,Seller Fault
RET00310,ORD002127,SKU00162,SEL0005,WH-BLR,Changed Mind,2026-06-05,9058.8,53,Customer Preference
RET00311,ORD011325,SKU00393,SEL0136,WH-DEL,Product Defective,2026-03-27,12879.11,32,Seller Fault
RET00312,ORD002057,SKU00430,SEL0110,WH-DEL,Late Delivery,2026-05-22,15304.26,54,Logistics Fault
RET00313,ORD001076,SKU00121,SEL0056,WH-MUM,Product Defective,2026-05-23,3011.1,78,Seller Fault
RET00314,ORD001423,SKU00414,SEL0141,WH-MUM,Quality Not as Expected,2026-07-08,1010.82,19,Customer Preference
RET00315,ORD005228,SKU00401,SEL0146,WH-BLR,Late Delivery,2026-06-13,5414.0,117,Logistics Fault
RET00316,ORD007800,SKU00007,SEL0035,WH-MUM,Product Defective,2026-07-01,5459.54,50,Seller Fault
RET00317,ORD004114,SKU00184,SEL0072,WH-KOL,Damaged Product,2026-03-30,1947.38,23,Seller Fault
RET00318,ORD003918,SKU00187,SEL0079,WH-MUM,Changed Mind,2026-04-20,658.97,61,Customer Preference
RET00319,ORD003744,SKU00031,SEL0082,WH-MUM,Damaged Product,2026-03-08,819.42,29,Seller Fault
RET00320,ORD002535,SKU00119,SEL0068,WH-BLR,Quality Not as Expected,2026-05-15,1679.44,100,Customer Preference
RET00321,ORD004324,SKU00276,SEL0124,WH-KOL,Damaged Product,2026-04-10,5388.28,51,Seller Fault
RET00322,ORD002358,SKU00446,SEL0141,WH-MUM,Changed Mind,2026-07-20,1738.15,33,Customer Preference
RET00323,ORD005330,SKU00451,SEL0052,WH-DEL,Size Issue,2026-03-17,5535.63,99,Customer Preference
RET00324,ORD007014,SKU00270,SEL0014,WH-BLR,Damaged Product,2026-04-29,17852.26,42,Seller Fault
RET00325,ORD010297,SKU00443,SEL0095,WH-KOL,Late Delivery,2026-03-31,2818.72,73,Logistics Fault
RET00326,ORD009940,SKU00134,SEL0028,WH-DEL,Size Issue,2026-03-17,10648.08,21,Customer Preference
RET00327,ORD010333,SKU00169,SEL0067,WH-BLR,Quality Not as Expected,2026-06-28,12777.42,84,Customer Preference
RET00328,ORD002086,SKU00455,SEL0100,WH-DEL,Size Issue,2026-04-23,2085.64,18,Customer Preference
RET00329,ORD003164,SKU00016,SEL0094,WH-BLR,Quality Not as Expected,2026-04-02,246.33,80,Customer Preference
RET00330,ORD011466,SKU00361,SEL0015,WH-MUM,Size Issue,2026-02-21,591.85,36,Customer Preference
RET00331,ORD004691,SKU00113,SEL0095,WH-KOL,Better Price Found,2026-02-14,4860.1,14,Customer Preference
RET00332,ORD004987,SKU00049,SEL0038,WH-BLR,Changed Mind,2026-04-19,1402.26,97,Customer Preference
RET00333,ORD008403,SKU00263,SEL0026,WH-KOL,Size Issue,2026-06-19,9995.72,80,Customer Preference
RET00334,ORD004611,SKU00326,SEL0025,WH-MUM,Product Defective,2026-02-28,9062.64,11,Seller Fault
RET00335,ORD011235,SKU00150,SEL0022,WH-MUM,Damaged Product,2026-04-01,7079.68,114,Seller Fault
RET00336,ORD005647,SKU00369,SEL0066,WH-DEL,Size Issue,2026-05-26,12226.57,81,Customer Preference
RET00337,ORD010330,SKU00196,SEL0046,WH-BLR,Size Issue,2026-05-26,1252.48,9,Customer Preference
RET00338,ORD000583,SKU00293,SEL0105,WH-BLR,Quality Not as Expected,2026-05-03,1929.55,64,Customer Preference
RET00339,ORD010266,SKU00251,SEL0089,WH-MUM,Quality Not as Expected,2026-07-05,13441.54,59,Customer Preference
RET00340,ORD006734,SKU00154,SEL0037,WH-KOL,Wrong Item Delivered,2026-05-12,17574.69,15,Seller Fault
RET00341,ORD004783,SKU00458,SEL0130,WH-MUM,Product Defective,2026-02-25,12355.36,98,Seller Fault
RET00342,ORD000808,SKU00033,SEL0019,WH-KOL,Changed Mind,2026-04-04,3240.42,48,Customer Preference
RET00343,ORD003133,SKU00266,SEL0099,WH-KOL,Better Price Found,2026-06-29,375.96,38,Customer Preference
RET00344,ORD000946,SKU00333,SEL0001,WH-BLR,Changed Mind,2026-06-01,2122.75,53,Customer Preference
RET00345,ORD001849,SKU00348,SEL0150,WH-BLR,Wrong Item Delivered,2026-03-24,14288.5,13,Seller Fault
RET00346,ORD007938,SKU00184,SEL0072,WH-KOL,Damaged Product,2026-04-02,973.69,67,Seller Fault
RET00347,ORD000397,SKU00259,SEL0033,WH-BLR,Quality Not as Expected,2026-08-07,3763.06,60,Customer Preference
RET00348,ORD005708,SKU00402,SEL0079,WH-MUM,Wrong Item Delivered,2026-06-09,3665.9,52,Seller Fault
RET00349,ORD002343,SKU00355,SEL0005,WH-BLR,Better Price Found,2026-05-10,24284.46,13,Customer Preference
RET00350,ORD007925,SKU00454,SEL0147,WH-BLR,Product Defective,2026-07-24,7562.74,7,Seller Fault
RET00351,ORD009885,SKU00113,SEL0095,WH-KOL,Damaged Product,2026-02-23,7290.15,74,Seller Fault
RET00352,ORD004189,SKU00196,SEL0046,WH-BLR,Better Price Found,2026-03-22,1252.48,18,Customer Preference
RET00353,ORD006253,SKU00112,SEL0010,WH-DEL,Changed Mind,2026-07-24,4920.02,94,Customer Preference
RET00354,ORD010248,SKU00104,SEL0031,WH-KOL,Wrong Item Delivered,2026-06-23,1619.34,45,Seller Fault
RET00355,ORD007624,SKU00408,SEL0136,WH-DEL,Changed Mind,2026-04-29,35408.78,52,Customer Preference
RET00356,ORD000089,SKU00090,SEL0029,WH-MUM,Wrong Item Delivered,2026-05-18,13907.0,112,Seller Fault
RET00357,ORD010972,SKU00482,SEL0056,WH-MUM,Damaged Product,2026-03-31,2368.15,59,Seller Fault
RET00358,ORD006154,SKU00324,SEL0076,WH-KOL,Wrong Item Delivered,2026-04-20,2427.72,72,Seller Fault
RET00359,ORD011016,SKU00231,SEL0013,WH-MUM,Size Issue,2026-03-27,14721.21,67,Customer Preference
RET00360,ORD010812,SKU00433,SEL0109,WH-MUM,Product Defective,2026-03-07,19942.83,84,Seller Fault
RET00361,ORD002889,SKU00387,SEL0035,WH-MUM,Wrong Item Delivered,2026-04-29,4650.54,68,Seller Fault
RET00362,ORD005681,SKU00454,SEL0147,WH-BLR,Product Defective,2026-04-23,7562.74,75,Seller Fault
RET00363,ORD011026,SKU00164,SEL0128,WH-DEL,Damaged Product,2026-04-08,7033.6,91,Seller Fault
RET00364,ORD001564,SKU00487,SEL0041,WH-KOL,Wrong Item Delivered,2026-07-14,2805.62,6,Seller Fault
RET00365,ORD008338,SKU00194,SEL0064,WH-MUM,Better Price Found,2026-05-04,2032.82,81,Customer Preference
RET00366,ORD003392,SKU00200,SEL0108,WH-DEL,Changed Mind,2026-07-03,1084.77,65,Customer Preference
RET00367,ORD010003,SKU00073,SEL0085,WH-DEL,Product Defective,2026-07-16,998.23,90,Seller Fault
RET00368,ORD009798,SKU00095,SEL0143,WH-BLR,Product Defective,2026-05-20,3227.78,37,Seller Fault
RET00369,ORD003493,SKU00397,SEL0113,WH-BLR,Damaged Product,2026-08-09,2336.06,66,Seller Fault
RET00370,ORD003237,SKU00015,SEL0003,WH-DEL,Product Defective,2026-05-18,8508.78,12,Seller Fault
RET00371,ORD000695,SKU00383,SEL0142,WH-KOL,Product Defective,2026-03-15,2574.27,33,Seller Fault
RET00372,ORD006358,SKU00217,SEL0038,WH-BLR,Changed Mind,2026-05-10,751.35,94,Customer Preference
RET00373,ORD001388,SKU00149,SEL0068,WH-BLR,Better Price Found,2026-04-22,842.62,34,Customer Preference
RET00374,ORD010196,SKU00305,SEL0065,WH-DEL,Better Price Found,2026-03-12,11215.53,90,Customer Preference
RET00375,ORD007139,SKU00348,SEL0150,WH-BLR,Size Issue,2026-07-01,28577.0,95,Customer Preference
RET00376,ORD008630,SKU00185,SEL0067,WH-BLR,Product Defective,2026-07-08,18843.7,76,Seller Fault
RET00377,ORD004607,SKU00289,SEL0134,WH-DEL,Damaged Product,2026-05-24,2189.12,101,Seller Fault
RET00378,ORD006054,SKU00204,SEL0076,WH-KOL,Size Issue,2026-03-03,2459.32,41,Customer Preference
RET00379,ORD000318,SKU00122,SEL0150,WH-BLR,Late Delivery,2026-07-16,33316.78,32,Logistics Fault
RET00380,ORD004558,SKU00326,SEL0025,WH-MUM,Changed Mind,2026-07-22,3020.88,52,Customer Preference
RET00381,ORD008542,SKU00085,SEL0085,WH-DEL,Quality Not as Expected,2026-02-12,9584.3,17,Customer Preference
RET00382,ORD003850,SKU00077,SEL0040,WH-MUM,Damaged Product,2026-03-05,3918.19,98,Seller Fault
RET00383,ORD003762,SKU00231,SEL0013,WH-MUM,Quality Not as Expected,2026-03-06,44163.63,52,Customer Preference
RET00384,ORD003254,SKU00401,SEL0146,WH-BLR,Damaged Product,2026-05-04,2707.0,43,Seller Fault
RET00385,ORD002264,SKU00029,SEL0045,WH-MUM,Quality Not as Expected,2026-02-21,32765.08,101,Customer Preference
RET00386,ORD001746,SKU00390,SEL0050,WH-KOL,Size Issue,2026-04-10,466.5,24,Customer Preference
RET00387,ORD009206,SKU00315,SEL0023,WH-BLR,Late Delivery,2026-05-09,2304.18,96,Logistics Fault
RET00388,ORD000190,SKU00150,SEL0022,WH-MUM,Product Defective,2026-08-08,3539.84,87,Seller Fault
RET00389,ORD001962,SKU00380,SEL0105,WH-BLR,Better Price Found,2026-07-02,1540.77,17,Customer Preference
RET00390,ORD007981,SKU00008,SEL0008,WH-BLR,Quality Not as Expected,2026-03-06,5311.76,12,Customer Preference
RET00391,ORD002262,SKU00109,SEL0026,WH-KOL,Late Delivery,2026-03-28,8339.43,24,Logistics Fault
RET00392,ORD002667,SKU00363,SEL0121,WH-MUM,Size Issue,2026-05-13,18134.6,40,Customer Preference
RET00393,ORD007077,SKU00170,SEL0099,WH-KOL,Quality Not as Expected,2026-07-02,2006.82,19,Customer Preference
RET00394,ORD003556,SKU00421,SEL0031,WH-KOL,Changed Mind,2026-04-02,618.46,9,Customer Preference
RET00395,ORD004812,SKU00249,SEL0088,WH-MUM,Damaged Product,2026-07-24,7831.68,89,Seller Fault
RET00396,ORD007493,SKU00442,SEL0003,WH-DEL,Damaged Product,2026-03-11,9358.48,32,Seller Fault
RET00397,ORD009224,SKU00461,SEL0006,WH-MUM,Quality Not as Expected,2026-06-07,2722.02,60,Customer Preference
RET00398,ORD001627,SKU00361,SEL0015,WH-MUM,Quality Not as Expected,2026-06-18,1183.7,15,Customer Preference
RET00399,ORD010995,SKU00409,SEL0047,WH-MUM,Damaged Product,2026-08-10,507.67,117,Seller Fault
RET00400,ORD005499,SKU00033,SEL0019,WH-KOL,Size Issue,2026-03-18,1620.21,8,Customer Preference
RET00401,ORD010477,SKU00061,SEL0110,WH-DEL,Changed Mind,2026-07-21,5259.74,49,Customer Preference
RET00402,ORD005959,SKU00391,SEL0055,WH-MUM,Size Issue,2026-04-24,3820.2,114,Customer Preference
RET00403,ORD003879,SKU00087,SEL0103,WH-KOL,Better Price Found,2026-05-21,341.44,101,Customer Preference
RET00404,ORD009701,SKU00327,SEL0071,WH-BLR,Damaged Product,2026-05-30,4110.65,87,Seller Fault
RET00405,ORD004168,SKU00396,SEL0140,WH-BLR,Size Issue,2026-06-20,15701.94,101,Customer Preference
RET00406,ORD011340,SKU00011,SEL0091,WH-KOL,Size Issue,2026-05-01,6654.15,86,Customer Preference
RET00407,ORD005097,SKU00342,SEL0143,WH-BLR,Size Issue,2026-07-05,3582.42,115,Customer Preference
RET00408,ORD003676,SKU00483,SEL0093,WH-MUM,Product Defective,2026-07-22,581.49,56,Seller Fault
RET00409,ORD004182,SKU00493,SEL0011,WH-BLR,Wrong Item Delivered,2026-06-21,773.3,63,Seller Fault
RET00410,ORD001947,SKU00285,SEL0080,WH-BLR,Quality Not as Expected,2026-05-31,2997.57,24,Customer Preference
RET00411,ORD009954,SKU00045,SEL0113,WH-BLR,Size Issue,2026-05-10,1956.28,13,Customer Preference
RET00412,ORD001942,SKU00150,SEL0022,WH-MUM,Wrong Item Delivered,2026-07-07,3539.84,10,Seller Fault
RET00413,ORD000635,SKU00277,SEL0133,WH-MUM,Damaged Product,2026-04-04,13912.58,109,Seller Fault
RET00414,ORD002167,SKU00358,SEL0119,WH-MUM,Quality Not as Expected,2026-05-27,1215.32,63,Customer Preference
RET00415,ORD001454,SKU00403,SEL0024,WH-MUM,Late Delivery,2026-04-12,6860.29,46,Logistics Fault
RET00416,ORD002904,SKU00121,SEL0056,WH-MUM,Damaged Product,2026-06-04,3011.1,115,Seller Fault
RET00417,ORD007865,SKU00109,SEL0026,WH-KOL,Damaged Product,2026-04-14,5559.62,111,Seller Fault
RET00418,ORD009924,SKU00005,SEL0017,WH-BLR,Changed Mind,2026-06-05,261.12,85,Customer Preference
RET00419,ORD000326,SKU00197,SEL0040,WH-MUM,Damaged Product,2026-07-19,6241.24,63,Seller Fault
RET00420,ORD005458,SKU00079,SEL0150,WH-BLR,Size Issue,2026-07-16,12602.88,38,Customer Preference
RET00421,ORD001916,SKU00004,SEL0010,WH-DEL,Damaged Product,2026-04-17,716.52,50,Seller Fault
RET00422,ORD008878,SKU00463,SEL0014,WH-BLR,Product Defective,2026-03-14,14488.77,118,Seller Fault
RET00423,ORD009483,SKU00346,SEL0104,WH-BLR,Damaged Product,2026-05-23,1704.28,11,Seller Fault
RET00424,ORD004103,SKU00063,SEL0121,WH-MUM,Size Issue,2026-03-26,26056.4,28,Customer Preference
RET00425,ORD007396,SKU00049,SEL0038,WH-BLR,Quality Not as Expected,2026-08-01,1402.26,92,Customer Preference
RET00426,ORD006584,SKU00071,SEL0107,WH-BLR,Product Defective,2026-03-03,243.18,102,Seller Fault
RET00427,ORD005773,SKU00354,SEL0009,WH-BLR,Damaged Product,2026-05-10,13458.59,83,Seller Fault
RET00428,ORD007950,SKU00235,SEL0129,WH-DEL,Changed Mind,2026-03-06,8876.64,87,Customer Preference
RET00429,ORD008590,SKU00114,SEL0122,WH-KOL,Late Delivery,2026-05-25,36065.37,117,Logistics Fault
RET00430,ORD007227,SKU00384,SEL0112,WH-MUM,Better Price Found,2026-07-10,2330.54,6,Customer Preference
RET00431,ORD001190,SKU00279,SEL0034,WH-MUM,Wrong Item Delivered,2026-07-12,1355.94,58,Seller Fault
RET00432,ORD006745,SKU00450,SEL0121,WH-MUM,Late Delivery,2026-05-22,20169.3,100,Logistics Fault
RET00433,ORD001563,SKU00333,SEL0001,WH-BLR,Better Price Found,2026-05-24,2122.75,100,Customer Preference
RET00434,ORD008147,SKU00185,SEL0067,WH-BLR,Changed Mind,2026-04-12,9421.85,116,Customer Preference
RET00435,ORD011422,SKU00253,SEL0029,WH-MUM,Damaged Product,2026-03-02,15610.8,93,Seller Fault
RET00436,ORD009746,SKU00342,SEL0143,WH-BLR,Wrong Item Delivered,2026-03-19,3582.42,97,Seller Fault
RET00437,ORD001745,SKU00111,SEL0035,WH-MUM,Quality Not as Expected,2026-08-05,277.8,73,Customer Preference
RET00438,ORD002687,SKU00256,SEL0123,WH-MUM,Wrong Item Delivered,2026-03-15,705.1,52,Seller Fault
RET00439,ORD006630,SKU00136,SEL0060,WH-BLR,Late Delivery,2026-05-27,2890.19,88,Logistics Fault
RET00440,ORD000915,SKU00176,SEL0037,WH-KOL,Quality Not as Expected,2026-07-14,3718.93,52,Customer Preference
RET00441,ORD006575,SKU00268,SEL0012,WH-KOL,Better Price Found,2026-03-24,80.4,52,Customer Preference
RET00442,ORD010097,SKU00354,SEL0009,WH-BLR,Changed Mind,2026-07-17,13458.59,88,Customer Preference
RET00443,ORD000530,SKU00302,SEL0044,WH-BLR,Changed Mind,2026-06-28,576.52,104,Customer Preference
RET00444,ORD000780,SKU00066,SEL0123,WH-MUM,Product Defective,2026-04-20,14174.58,12,Seller Fault
RET00445,ORD004227,SKU00060,SEL0076,WH-KOL,Quality Not as Expected,2026-06-25,7897.86,114,Customer Preference
RET00446,ORD001553,SKU00360,SEL0102,WH-DEL,Quality Not as Expected,2026-05-18,10674.35,18,Customer Preference
RET00447,ORD006887,SKU00305,SEL0065,WH-DEL,Quality Not as Expected,2026-03-01,3738.51,6,Customer Preference
RET00448,ORD005838,SKU00054,SEL0147,WH-BLR,Product Defective,2026-04-25,8616.0,113,Seller Fault
RET00449,ORD000572,SKU00044,SEL0052,WH-DEL,Size Issue,2026-05-22,24989.9,55,Customer Preference
RET00450,ORD010639,SKU00132,SEL0072,WH-KOL,Product Defective,2026-06-22,4742.88,16,Seller Fault
RET00451,ORD008992,SKU00092,SEL0120,WH-KOL,Wrong Item Delivered,2026-06-28,4464.89,19,Seller Fault
RET00452,ORD009463,SKU00497,SEL0122,WH-KOL,Quality Not as Expected,2026-06-26,3960.44,5,Customer Preference
RET00453,ORD006411,SKU00219,SEL0081,WH-KOL,Size Issue,2026-06-30,2112.76,33,Customer Preference
RET00454,ORD008958,SKU00392,SEL0104,WH-BLR,Product Defective,2026-05-03,61.12,112,Seller Fault
RET00455,ORD004944,SKU00019,SEL0078,WH-KOL,Better Price Found,2026-04-04,13244.02,77,Customer Preference
RET00456,ORD001059,SKU00410,SEL0124,WH-KOL,Quality Not as Expected,2026-05-19,4439.12,99,Customer Preference
RET00457,ORD004873,SKU00259,SEL0033,WH-BLR,Quality Not as Expected,2026-03-13,5644.59,50,Customer Preference
RET00458,ORD003830,SKU00318,SEL0085,WH-DEL,Quality Not as Expected,2026-03-13,21874.96,104,Customer Preference
RET00459,ORD010836,SKU00051,SEL0094,WH-BLR,Quality Not as Expected,2026-05-30,3246.85,20,Customer Preference
RET00460,ORD005196,SKU00377,SEL0101,WH-MUM,Late Delivery,2026-05-13,21299.86,42,Logistics Fault
RET00461,ORD007659,SKU00275,SEL0075,WH-BLR,Late Delivery,2026-03-05,31529.52,88,Logistics Fault
RET00462,ORD004203,SKU00201,SEL0092,WH-MUM,Changed Mind,2026-03-07,14134.53,44,Customer Preference
RET00463,ORD009842,SKU00212,SEL0018,WH-KOL,Damaged Product,2026-04-15,30617.22,109,Seller Fault
RET00464,ORD010732,SKU00290,SEL0028,WH-DEL,Size Issue,2026-05-21,11980.89,87,Customer Preference
RET00465,ORD011363,SKU00102,SEL0106,WH-DEL,Quality Not as Expected,2026-03-08,3093.02,6,Customer Preference
RET00466,ORD007243,SKU00398,SEL0129,WH-DEL,Damaged Product,2026-05-18,4914.16,65,Seller Fault
RET00467,ORD001799,SKU00213,SEL0077,WH-KOL,Changed Mind,2026-04-12,6044.07,43,Customer Preference
RET00468,ORD009761,SKU00096,SEL0096,WH-MUM,Damaged Product,2026-07-25,18256.5,61,Seller Fault
RET00469,ORD007317,SKU00026,SEL0025,WH-MUM,Product Defective,2026-05-01,2785.72,18,Seller Fault
RET00470,ORD010560,SKU00407,SEL0120,WH-KOL,Better Price Found,2026-06-02,47694.84,58,Customer Preference
RET00471,ORD010004,SKU00129,SEL0065,WH-DEL,Size Issue,2026-04-01,27932.52,45,Customer Preference
RET00472,ORD001140,SKU00278,SEL0123,WH-MUM,Quality Not as Expected,2026-07-15,8585.05,109,Customer Preference
RET00473,ORD000529,SKU00042,SEL0010,WH-DEL,Changed Mind,2026-04-09,446.13,83,Customer Preference
