Delivery_ID,Order_ID,City,Warehouse_ID,Rider_ID,Distance_km,Delivery_Time_hr,Delay_Days,SLA_Met,Fuel_Cost,Traffic_Level,Delivery_Status,Delivery_Month
DEL00231,ORD004476,Ahmedabad,WH-MUM,RID030,530.6,23.27,0,Yes,2482.19,Medium,Delivered,2026-04
DEL00232,ORD009847,Delhi,WH-BLR,RID008,5.5,3.06,1,No,21.29,Low,Delivered,2026-03
DEL00233,ORD007593,Chennai,WH-MUM,RID003,1833.9,72.0,1,No,8521.51,Low,Delivered,2026-05
DEL00234,ORD007809,Hyderabad,WH-KOL,RID036,551.2,23.43,4,No,2388.21,Medium,Delivered,2026-04
DEL00235,ORD001059,Bengaluru,WH-KOL,RID032,7.8,1.16,1,No,37.2,Medium,Delivered,2026-05
DEL00236,ORD006157,Delhi,WH-MUM,RID002,11.6,3.45,0,Yes,55.76,Medium,Delivered,2026-05
DEL00237,ORD009972,Kolkata,WH-DEL,RID028,8.8,1.78,2,No,41.25,Low,Delivered,2026-07
DEL00238,ORD003424,Ahmedabad,WH-MUM,RID032,484.5,21.26,0,Yes,2339.89,Medium,Delivered,2026-03
DEL00239,ORD004975,Mumbai,WH-KOL,RID025,8.3,1.8,0,Yes,32.41,Medium,Delivered,2026-04
DEL00240,ORD000631,Chennai,WH-DEL,RID019,1193.9,50.82,0,Yes,5701.84,High,Delivered Late,2026-07
DEL00241,ORD006736,Delhi,WH-BLR,RID026,6.2,0.5,0,Yes,30.63,Low,Delivered,2026-06
DEL00242,ORD010076,Mumbai,WH-BLR,RID009,9.7,3.28,4,No,50.74,Medium,Delivered,2026-07
DEL00243,ORD004477,Ahmedabad,WH-MUM,RID020,873.9,36.42,1,No,4636.88,Medium,Delivered,2026-08
DEL00244,ORD009614,Delhi,WH-KOL,RID001,14.1,4.67,0,Yes,77.13,Low,Delivered,2026-06
DEL00245,ORD006111,Hyderabad,WH-MUM,RID032,589.5,26.5,1,No,2675.04,High,Delivered,2026-05
DEL00246,ORD007985,Bengaluru,WH-KOL,RID033,17.7,1.9,4,No,88.33,High,Delivered,2026-07
DEL00247,ORD011356,Pune,WH-MUM,RID012,337.8,17.07,0,Yes,1796.09,High,Delivered,2026-05
DEL00248,ORD004974,Hyderabad,WH-MUM,RID036,282.5,12.66,0,Yes,1535.69,Low,Delivered,2026-02
DEL00249,ORD011073,Hyderabad,WH-DEL,RID013,352.4,16.68,1,No,1611.87,Low,Delivered,2026-02
DEL00250,ORD008396,Ahmedabad,WH-BLR,RID023,618.8,27.2,0,Yes,2670.15,Low,Delivered,2026-05
DEL00251,ORD007387,Mumbai,WH-KOL,RID002,9.6,4.57,1,No,38.76,High,Delivered Late,2026-02
DEL00252,ORD000507,Delhi,WH-BLR,RID014,11.9,1.53,1,No,57.76,Medium,Delivered,2026-07
DEL00253,ORD005047,Kolkata,WH-MUM,RID036,7.9,0.5,4,No,32.72,Medium,Delivered,2026-02
DEL00254,ORD004306,Mumbai,WH-BLR,RID040,7.5,1.13,1,No,36.49,Medium,Delivered,2026-04
DEL00255,ORD008365,Chennai,WH-MUM,RID010,1988.1,72.0,0,Yes,9983.4,Low,Delivered,2026-06
DEL00256,ORD000133,Hyderabad,WH-KOL,RID012,628.4,26.08,4,No,3190.41,Medium,Delivered,2026-07
DEL00257,ORD007501,Delhi,WH-DEL,RID040,4.9,0.8,4,No,23.64,High,Delivered Late,2026-03
DEL00258,ORD009221,Hyderabad,WH-BLR,RID016,387.5,17.17,4,No,1584.37,Medium,Delivered,2026-04
DEL00259,ORD006918,Bengaluru,WH-DEL,RID032,7.9,3.25,4,No,27.96,Medium,Delivered,2026-02
DEL00260,ORD003193,Chennai,WH-MUM,RID036,1821.1,71.94,1,No,6511.56,Low,Delivered,2026-05
DEL00261,ORD002876,Mumbai,WH-KOL,RID033,5.4,2.39,0,Yes,22.0,Medium,Delivered,2026-03
DEL00262,ORD000053,Pune,WH-BLR,RID003,685.9,29.6,0,Yes,2566.0,Medium,Delivered Late,2026-06
DEL00263,ORD004004,Mumbai,WH-KOL,RID006,9.2,3.16,0,Yes,36.0,Medium,Delivered,2026-07
DEL00264,ORD003973,Delhi,WH-KOL,RID038,8.6,1.29,2,No,32.3,Medium,RTO,2026-06
DEL00265,ORD009768,Hyderabad,WH-MUM,RID025,459.2,22.09,4,No,1654.0,High,Delivered,2026-07
DEL00266,ORD002162,Mumbai,WH-MUM,RID003,6.0,2.42,4,No,32.67,Low,Delivered,2026-03
DEL00267,ORD010822,Chennai,WH-KOL,RID005,1278.3,53.55,4,No,5304.63,High,Delivered,2026-02
DEL00268,ORD004551,Pune,WH-MUM,RID020,867.0,36.15,0,Yes,3902.39,Medium,Delivered,2026-07
DEL00269,ORD003130,Kolkata,WH-MUM,RID008,11.5,3.59,1,No,47.76,Medium,Delivered,2026-07
DEL00270,ORD005122,Ahmedabad,WH-MUM,RID039,669.6,31.25,0,Yes,2875.26,Low,Delivered,2026-06
DEL00271,ORD004925,Hyderabad,WH-DEL,RID040,223.6,10.62,0,Yes,791.18,Medium,Delivered,2026-07
DEL00272,ORD006956,Hyderabad,WH-KOL,RID010,434.2,19.63,4,No,2297.54,Medium,Delivered,2026-07
DEL00273,ORD005858,Delhi,WH-DEL,RID011,10.6,3.03,4,No,44.92,Medium,Delivered,2026-02
DEL00274,ORD001177,Kolkata,WH-MUM,RID005,17.8,4.13,1,No,86.45,Medium,Delivered,2026-06
DEL00275,ORD006862,Pune,WH-MUM,RID029,411.8,19.49,0,Yes,1789.7,Medium,Delivered,2026-06
DEL00276,ORD000651,Kolkata,WH-DEL,RID017,5.9,2.75,0,Yes,25.96,Medium,Delivered,2026-07
DEL00277,ORD006526,Chennai,WH-KOL,RID022,1944.7,72.0,0,Yes,8620.96,Medium,Delivered,2026-07
DEL00278,ORD000027,Ahmedabad,WH-BLR,RID007,421.8,19.76,4,No,1568.8,Medium,Delivered,2026-04
DEL00279,ORD006354,Delhi,WH-MUM,RID014,13.1,3.55,0,Yes,62.46,Medium,Delivered,2026-02
DEL00280,ORD005978,Delhi,WH-MUM,RID020,7.7,3.37,1,No,34.34,Medium,Delivered,2026-03
DEL00281,ORD009091,Mumbai,WH-BLR,RID036,7.4,1.75,1,No,31.58,Medium,Delivered,2026-04
DEL00282,ORD003111,Delhi,WH-BLR,RID027,9.5,5.18,4,No,48.6,Medium,Delivered,2026-05
DEL00283,ORD003125,Mumbai,WH-MUM,RID034,12.5,2.82,0,Yes,49.36,Medium,Delivered,2026-04
DEL00284,ORD008141,Kolkata,WH-MUM,RID009,4.9,2.76,1,No,19.37,Medium,Delivered,2026-04
DEL00285,ORD008203,Ahmedabad,WH-BLR,RID033,724.7,31.97,1,No,3866.54,Medium,Delivered,2026-02
DEL00286,ORD010199,Chennai,WH-MUM,RID023,2029.9,72.0,2,No,7469.63,High,Delivered,2026-08
DEL00287,ORD010480,Hyderabad,WH-BLR,RID039,315.4,15.57,4,No,1704.9,High,Delivered,2026-03
DEL00288,ORD007787,Delhi,WH-KOL,RID012,7.8,1.72,2,No,38.05,Medium,Delivered Late,2026-07
DEL00289,ORD009376,Hyderabad,WH-KOL,RID017,897.4,37.97,0,Yes,4471.85,Medium,Delivered,2026-03
DEL00290,ORD008672,Kolkata,WH-BLR,RID020,14.4,2.61,0,Yes,51.94,Low,Delivered,2026-07
DEL00291,ORD000981,Hyderabad,WH-MUM,RID015,515.8,23.6,0,Yes,2820.71,Medium,Delivered,2026-07
DEL00292,ORD004281,Ahmedabad,WH-DEL,RID005,207.2,10.4,2,No,910.95,Medium,Delivered,2026-05
DEL00293,ORD005431,Mumbai,WH-MUM,RID033,5.4,2.45,0,Yes,19.58,Medium,Delivered,2026-02
DEL00294,ORD005131,Pune,WH-BLR,RID004,477.0,21.36,4,No,2217.58,Medium,Delivered,2026-06
DEL00295,ORD005233,Ahmedabad,WH-MUM,RID019,447.1,21.28,0,Yes,1898.05,Low,Delivered,2026-04
DEL00296,ORD010540,Delhi,WH-MUM,RID013,16.4,0.5,1,No,80.07,Medium,Delivered,2026-03
DEL00297,ORD003309,Delhi,WH-BLR,RID038,13.0,2.96,0,Yes,50.79,Medium,Delivered Late,2026-03
DEL00298,ORD008148,Hyderabad,WH-MUM,RID031,310.7,14.07,0,Yes,1096.02,High,Delivered,2026-03
DEL00299,ORD009635,Mumbai,WH-DEL,RID001,12.7,0.74,0,Yes,46.02,Medium,Delivered,2026-06
DEL00300,ORD004933,Delhi,WH-BLR,RID028,4.2,1.11,1,No,18.05,Low,Delivered,2026-04
DEL00301,ORD010737,Mumbai,WH-KOL,RID022,13.5,1.47,0,Yes,52.68,Medium,Delivered,2026-06
DEL00302,ORD006598,Mumbai,WH-KOL,RID009,17.2,2.28,4,No,88.72,High,Delivered,2026-03
DEL00303,ORD004144,Mumbai,WH-KOL,RID004,10.3,1.58,0,Yes,39.81,Low,Delivered,2026-02
DEL00304,ORD008469,Pune,WH-MUM,RID017,868.2,36.79,1,No,3266.24,High,Delivered,2026-04
DEL00305,ORD005756,Pune,WH-BLR,RID038,635.8,28.22,0,Yes,2557.57,Medium,Delivered,2026-03
DEL00306,ORD002651,Hyderabad,WH-BLR,RID022,842.6,35.87,2,No,4447.54,High,Delivered,2026-06
DEL00307,ORD003458,Mumbai,WH-BLR,RID017,10.1,1.72,0,Yes,49.26,Medium,Delivered,2026-06
DEL00308,ORD001947,Kolkata,WH-BLR,RID021,13.8,2.75,0,Yes,54.74,High,Delivered,2026-05
DEL00309,ORD005043,Pune,WH-KOL,RID036,456.7,20.89,4,No,1983.24,Medium,Delivered,2026-03
DEL00310,ORD008002,Mumbai,WH-BLR,RID036,13.1,3.71,2,No,50.54,Low,Delivered,2026-03
DEL00311,ORD001092,Mumbai,WH-BLR,RID019,7.5,1.48,2,No,26.98,Medium,Delivered,2026-05
DEL00312,ORD008105,Pune,WH-BLR,RID034,789.5,35.29,4,No,2898.83,Medium,Delivered Late,2026-03
DEL00313,ORD004159,Pune,WH-KOL,RID032,642.0,27.85,1,No,2776.76,High,RTO,2026-07
DEL00314,ORD006813,Bengaluru,WH-MUM,RID014,15.1,2.75,0,Yes,54.63,High,Delivered,2026-08
DEL00315,ORD009684,Kolkata,WH-DEL,RID013,9.8,1.69,0,Yes,40.36,Medium,Delivered,2026-05
DEL00316,ORD006328,Hyderabad,WH-KOL,RID029,318.9,13.43,2,No,1506.7,Medium,Delivered,2026-03
DEL00317,ORD010107,Kolkata,WH-MUM,RID013,8.6,0.94,0,Yes,41.0,Low,Delivered,2026-05
DEL00318,ORD003944,Pune,WH-KOL,RID008,402.9,19.91,0,Yes,1562.15,Low,Delivered,2026-03
DEL00319,ORD000325,Pune,WH-BLR,RID033,641.1,29.08,4,No,3359.07,Low,Delivered,2026-04
DEL00320,ORD001917,Bengaluru,WH-DEL,RID010,6.7,2.89,1,No,25.24,Low,Delivered,2026-04
DEL00321,ORD010151,Bengaluru,WH-BLR,RID002,10.5,1.32,0,Yes,52.75,Low,Delivered Late,2026-05
DEL00322,ORD003165,Kolkata,WH-BLR,RID037,12.6,2.4,1,No,64.35,Medium,RTO,2026-07
DEL00323,ORD001346,Pune,WH-BLR,RID009,569.7,23.31,0,Yes,2182.97,High,RTO,2026-04
DEL00324,ORD006981,Mumbai,WH-DEL,RID026,14.3,1.97,4,No,67.84,Medium,Delivered,2026-07
DEL00325,ORD004078,Chennai,WH-MUM,RID006,1380.7,55.65,0,Yes,7247.57,High,Delivered,2026-06
DEL00326,ORD008580,Ahmedabad,WH-MUM,RID033,375.6,16.62,1,No,1467.59,Medium,Delivered,2026-03
DEL00327,ORD006705,Hyderabad,WH-KOL,RID028,557.2,23.93,0,Yes,2049.2,Medium,Delivered,2026-04
DEL00328,ORD007260,Bengaluru,WH-BLR,RID024,7.6,1.66,1,No,29.87,Low,RTO,2026-04
DEL00329,ORD008054,Hyderabad,WH-KOL,RID018,316.6,13.74,1,No,1621.8,Low,Delivered,2026-07
DEL00330,ORD002288,Pune,WH-BLR,RID007,388.4,17.38,0,Yes,1593.6,Low,Delivered,2026-05
DEL00331,ORD005079,Delhi,WH-DEL,RID035,6.0,2.77,0,Yes,30.28,Medium,Delivered,2026-04
DEL00332,ORD006806,Chennai,WH-KOL,RID012,1379.1,58.44,1,No,5804.55,High,Delivered Late,2026-07
DEL00333,ORD008693,Pune,WH-MUM,RID017,469.6,20.09,1,No,2444.42,Medium,RTO,2026-05
DEL00334,ORD011053,Chennai,WH-KOL,RID021,1557.1,64.88,0,Yes,6673.26,Low,Delivered,2026-04
DEL00335,ORD000583,Bengaluru,WH-BLR,RID034,5.4,2.79,1,No,26.57,Low,Delivered,2026-04
DEL00336,ORD004863,Bengaluru,WH-BLR,RID036,10.4,2.77,1,No,50.87,Medium,Delivered,2026-02
DEL00337,ORD000134,Bengaluru,WH-BLR,RID012,4.0,3.04,0,Yes,14.22,Medium,Delivered,2026-06
DEL00338,ORD005878,Delhi,WH-DEL,RID033,7.4,2.44,2,No,28.95,High,Delivered,2026-05
DEL00339,ORD001619,Chennai,WH-DEL,RID020,1383.9,57.33,1,No,4844.72,High,Delivered,2026-05
DEL00340,ORD007710,Chennai,WH-MUM,RID035,1767.2,72.0,1,No,9244.7,Medium,Delivered,2026-07
DEL00341,ORD001113,Chennai,WH-MUM,RID020,1595.5,67.71,0,Yes,8494.99,Medium,Delivered,2026-02
DEL00342,ORD004875,Pune,WH-MUM,RID013,788.6,32.01,0,Yes,3233.69,Medium,Delivered,2026-02
DEL00343,ORD006411,Mumbai,WH-KOL,RID029,9.5,2.55,0,Yes,38.4,Medium,Delivered,2026-06
DEL00344,ORD000503,Kolkata,WH-MUM,RID031,14.1,2.12,0,Yes,58.08,Medium,Delivered,2026-02
DEL00345,ORD004333,Delhi,WH-MUM,RID029,8.8,1.27,0,Yes,31.16,Low,Delivered,2026-07
DEL00346,ORD007212,Kolkata,WH-MUM,RID022,9.3,2.9,0,Yes,38.84,Medium,Delivered,2026-03
DEL00347,ORD005981,Ahmedabad,WH-KOL,RID015,219.6,10.45,0,Yes,964.26,Medium,Delivered,2026-05
DEL00348,ORD008390,Pune,WH-DEL,RID011,378.8,16.66,1,No,1390.11,Medium,Delivered,2026-04
DEL00349,ORD005507,Hyderabad,WH-DEL,RID027,598.4,26.26,2,No,2232.08,High,Delivered,2026-04
DEL00350,ORD005554,Hyderabad,WH-KOL,RID003,206.6,11.05,4,No,859.07,High,Delivered,2026-08
DEL00351,ORD011201,Delhi,WH-MUM,RID019,7.8,1.22,2,No,33.53,Low,Delivered,2026-05
DEL00352,ORD008395,Bengaluru,WH-BLR,RID033,12.8,2.72,0,Yes,65.92,Low,Delivered,2026-04
DEL00353,ORD005828,Chennai,WH-KOL,RID031,2052.8,72.0,2,No,10651.59,High,Delivered,2026-07
DEL00354,ORD000091,Chennai,WH-MUM,RID014,1819.4,72.0,0,Yes,9337.64,Medium,Delivered,2026-07
DEL00355,ORD011459,Mumbai,WH-KOL,RID039,17.5,2.59,1,No,83.52,Medium,Delivered,2026-02
DEL00356,ORD008892,Hyderabad,WH-BLR,RID020,755.5,32.03,1,No,4090.48,Medium,Delivered,2026-03
DEL00357,ORD001249,Mumbai,WH-KOL,RID009,15.6,0.61,4,No,67.96,Low,Delivered,2026-06
DEL00358,ORD002878,Mumbai,WH-KOL,RID012,5.9,0.5,0,Yes,29.04,High,Delivered,2026-07
DEL00359,ORD004153,Chennai,WH-BLR,RID024,1900.4,72.0,0,Yes,9292.89,High,Delivered Late,2026-05
DEL00360,ORD008238,Chennai,WH-MUM,RID020,1257.2,54.27,1,No,4585.61,Medium,Delivered Late,2026-02
DEL00361,ORD006592,Mumbai,WH-MUM,RID037,11.3,4.05,4,No,56.92,Medium,Delivered,2026-07
DEL00362,ORD000436,Bengaluru,WH-KOL,RID037,6.0,4.15,0,Yes,27.2,Low,Delivered,2026-02
DEL00363,ORD008387,Kolkata,WH-KOL,RID027,15.0,2.29,1,No,74.59,High,Delivered,2026-06
DEL00364,ORD006499,Hyderabad,WH-KOL,RID037,561.0,24.3,1,No,2662.39,Medium,Delivered,2026-04
DEL00365,ORD000225,Hyderabad,WH-BLR,RID002,647.7,26.72,2,No,3070.72,Medium,Delivered,2026-07
DEL00366,ORD011014,Bengaluru,WH-KOL,RID024,13.0,1.47,2,No,69.47,Medium,Delivered,2026-02
DEL00367,ORD001789,Chennai,WH-BLR,RID017,1247.9,52.68,4,No,5714.29,High,Delivered,2026-04
DEL00368,ORD007688,Pune,WH-DEL,RID006,629.7,26.5,0,Yes,2503.16,High,Delivered,2026-06
DEL00369,ORD001843,Kolkata,WH-KOL,RID013,15.2,2.07,0,Yes,53.87,Low,Delivered,2026-07
DEL00370,ORD010469,Mumbai,WH-BLR,RID012,11.6,2.16,1,No,49.01,Medium,Delivered,2026-05
DEL00371,ORD009273,Ahmedabad,WH-BLR,RID037,201.9,10.99,0,Yes,841.12,Medium,Delivered,2026-03
DEL00372,ORD001568,Kolkata,WH-MUM,RID004,16.1,2.66,0,Yes,84.68,High,Delivered,2026-05
DEL00373,ORD008673,Hyderabad,WH-DEL,RID022,575.8,24.44,0,Yes,2151.5,Low,Delivered,2026-03
DEL00374,ORD006325,Pune,WH-MUM,RID038,859.6,36.4,1,No,3136.63,Medium,Delivered,2026-07
DEL00375,ORD009569,Mumbai,WH-DEL,RID008,16.9,3.57,2,No,64.56,Medium,Delivered,2026-03
DEL00376,ORD000464,Hyderabad,WH-KOL,RID020,752.5,31.5,2,No,3259.19,Low,Delivered,2026-06
DEL00377,ORD002826,Pune,WH-BLR,RID020,196.1,8.86,0,Yes,833.47,High,Delivered Late,2026-04
DEL00378,ORD002970,Hyderabad,WH-MUM,RID013,254.3,11.25,4,No,1286.3,Low,Delivered,2026-07
DEL00379,ORD011286,Pune,WH-BLR,RID026,565.9,26.61,0,Yes,3048.19,Low,Delivered,2026-06
DEL00380,ORD010968,Delhi,WH-BLR,RID022,8.3,1.58,4,No,30.23,Medium,Delivered,2026-07
DEL00381,ORD002151,Bengaluru,WH-KOL,RID016,13.5,2.56,1,No,53.61,High,Delivered,2026-03
DEL00382,ORD001201,Chennai,WH-MUM,RID025,1984.0,72.0,0,Yes,9365.39,Low,Delivered,2026-03
DEL00383,ORD007531,Ahmedabad,WH-BLR,RID006,719.0,33.07,0,Yes,3495.3,Medium,Delivered,2026-04
DEL00384,ORD003745,Mumbai,WH-MUM,RID007,11.9,1.89,0,Yes,43.62,Medium,Delivered,2026-07
DEL00385,ORD005695,Hyderabad,WH-BLR,RID017,661.0,28.93,4,No,3553.73,Medium,Delivered,2026-05
DEL00386,ORD009971,Chennai,WH-MUM,RID005,2075.0,72.0,0,Yes,8150.64,Medium,Delivered,2026-04
DEL00387,ORD009448,Kolkata,WH-DEL,RID005,12.1,1.75,0,Yes,60.12,Medium,Delivered,2026-07
DEL00388,ORD008679,Mumbai,WH-MUM,RID019,13.2,3.21,4,No,49.19,High,Delivered,2026-06
DEL00389,ORD005953,Mumbai,WH-BLR,RID036,4.1,1.57,1,No,21.0,High,Delivered,2026-03
DEL00390,ORD002034,Mumbai,WH-KOL,RID007,4.2,3.13,0,Yes,18.42,Low,Delivered,2026-04
DEL00391,ORD004519,Chennai,WH-DEL,RID024,1000.9,44.65,1,No,5144.49,Low,Delivered,2026-06
DEL00392,ORD004936,Hyderabad,WH-MUM,RID020,787.8,34.38,0,Yes,2946.9,Medium,Delivered,2026-04
DEL00393,ORD002683,Delhi,WH-DEL,RID003,16.0,1.8,2,No,87.66,Medium,Delivered,2026-05
DEL00394,ORD006585,Mumbai,WH-BLR,RID006,18.0,2.5,0,Yes,91.64,Medium,Delivered,2026-06
DEL00395,ORD004056,Ahmedabad,WH-BLR,RID027,182.6,7.63,4,No,964.39,High,Delivered,2026-02
DEL00396,ORD009271,Delhi,WH-BLR,RID006,4.6,0.5,1,No,18.8,High,Delivered,2026-04
DEL00397,ORD007609,Mumbai,WH-KOL,RID018,17.9,1.4,1,No,64.94,Medium,Delivered,2026-02
DEL00398,ORD008958,Bengaluru,WH-BLR,RID037,5.3,2.27,0,Yes,22.55,High,Delivered,2026-04
DEL00399,ORD009608,Bengaluru,WH-MUM,RID010,14.7,2.92,0,Yes,58.53,Medium,Delivered,2026-03
DEL00400,ORD010704,Hyderabad,WH-BLR,RID014,159.5,8.7,0,Yes,611.16,High,Delivered,2026-05
DEL00401,ORD005521,Bengaluru,WH-MUM,RID008,12.7,2.99,0,Yes,68.83,Medium,Delivered,2026-06
DEL00402,ORD009219,Chennai,WH-DEL,RID009,1564.8,64.75,0,Yes,7462.44,Medium,Delivered,2026-02
DEL00403,ORD009603,Ahmedabad,WH-BLR,RID001,615.0,27.4,0,Yes,2702.08,High,Delivered,2026-04
DEL00404,ORD008682,Chennai,WH-KOL,RID040,2059.0,72.0,4,No,11116.22,Low,Delivered,2026-03
DEL00405,ORD006363,Ahmedabad,WH-BLR,RID014,522.6,22.15,1,No,2308.79,High,Delivered,2026-06
DEL00406,ORD001750,Pune,WH-DEL,RID037,884.8,38.25,0,Yes,4458.3,High,Delivered,2026-07
DEL00407,ORD002483,Chennai,WH-BLR,RID037,1299.7,52.87,4,No,6023.03,High,Delivered,2026-07
DEL00408,ORD008615,Kolkata,WH-MUM,RID001,6.0,1.31,1,No,22.07,Medium,Delivered,2026-07
DEL00409,ORD001296,Delhi,WH-KOL,RID015,9.9,4.45,4,No,52.11,Medium,Delivered,2026-05
DEL00410,ORD005740,Pune,WH-BLR,RID029,862.8,35.48,0,Yes,3355.06,High,Delivered,2026-03
DEL00411,ORD003041,Chennai,WH-KOL,RID030,1361.6,57.32,1,No,5376.0,Low,Delivered,2026-03
DEL00412,ORD010149,Chennai,WH-DEL,RID025,1499.7,62.56,4,No,6527.63,Medium,Delivered,2026-07
DEL00413,ORD005212,Chennai,WH-DEL,RID002,1789.4,72.0,0,Yes,8016.04,High,Delivered,2026-06
DEL00414,ORD001818,Delhi,WH-MUM,RID012,17.8,5.42,0,Yes,75.68,Medium,Delivered,2026-02
DEL00415,ORD005288,Chennai,WH-KOL,RID023,1121.8,46.6,0,Yes,4565.36,Low,Delivered,2026-03
DEL00416,ORD007548,Hyderabad,WH-DEL,RID034,844.2,35.38,1,No,4147.06,Medium,Delivered,2026-07
DEL00417,ORD010940,Ahmedabad,WH-BLR,RID030,392.3,17.34,0,Yes,1678.43,Low,Delivered,2026-03
DEL00418,ORD007829,Kolkata,WH-MUM,RID028,13.9,3.02,4,No,50.52,High,Delivered,2026-08
DEL00419,ORD009683,Bengaluru,WH-KOL,RID035,11.5,1.76,1,No,57.13,Medium,Delivered,2026-07
DEL00420,ORD009627,Chennai,WH-BLR,RID011,1440.5,58.21,0,Yes,7629.59,Medium,Delivered,2026-07
DEL00421,ORD001601,Chennai,WH-MUM,RID015,1313.7,55.22,4,No,5276.18,Medium,Delivered,2026-06
DEL00422,ORD007676,Pune,WH-BLR,RID018,309.9,13.14,4,No,1257.93,Medium,Delivered,2026-05
DEL00423,ORD008879,Kolkata,WH-BLR,RID010,11.2,0.99,0,Yes,43.7,High,Delivered,2026-05
DEL00424,ORD001943,Ahmedabad,WH-MUM,RID028,357.6,15.67,0,Yes,1875.22,Low,Delivered,2026-03
DEL00425,ORD010823,Chennai,WH-BLR,RID016,1427.0,61.44,1,No,5143.07,Medium,Delivered,2026-05
DEL00426,ORD004099,Bengaluru,WH-MUM,RID032,12.0,2.07,0,Yes,47.67,Medium,Delivered,2026-03
DEL00427,ORD008528,Delhi,WH-MUM,RID007,13.1,4.19,1,No,61.37,High,Delivered,2026-07
DEL00428,ORD000512,Hyderabad,WH-MUM,RID013,276.2,12.93,0,Yes,1235.33,Low,Delivered,2026-07
DEL00429,ORD008332,Pune,WH-MUM,RID022,488.3,21.61,0,Yes,2406.2,Low,Delivered,2026-03
DEL00430,ORD005481,Hyderabad,WH-DEL,RID023,689.4,29.8,0,Yes,2524.31,High,Delivered,2026-04
DEL00431,ORD006414,Ahmedabad,WH-MUM,RID004,585.0,24.77,0,Yes,2341.46,Medium,Delivered,2026-02
DEL00432,ORD003807,Delhi,WH-MUM,RID016,8.6,2.37,0,Yes,32.54,High,Delivered,2026-05
DEL00433,ORD004151,Mumbai,WH-KOL,RID022,8.8,2.9,1,No,33.1,High,Delivered,2026-07
DEL00434,ORD006530,Hyderabad,WH-BLR,RID020,644.6,27.99,4,No,3238.99,Low,Delivered,2026-06
DEL00435,ORD003584,Chennai,WH-DEL,RID016,925.4,38.38,2,No,5005.93,High,Delivered,2026-04
DEL00436,ORD007556,Pune,WH-DEL,RID012,848.6,36.89,0,Yes,3009.66,High,Delivered,2026-04
DEL00437,ORD002260,Ahmedabad,WH-MUM,RID037,608.4,24.4,4,No,2528.6,Low,Delivered,2026-02
DEL00438,ORD005551,Pune,WH-BLR,RID009,870.8,37.47,4,No,4525.91,Medium,Delivered,2026-06
DEL00439,ORD003659,Chennai,WH-MUM,RID031,1030.1,43.62,0,Yes,4584.15,Medium,Delivered,2026-06
DEL00440,ORD008324,Pune,WH-MUM,RID001,810.2,34.49,0,Yes,3106.42,Low,Delivered,2026-05
DEL00441,ORD007981,Bengaluru,WH-BLR,RID006,6.5,3.42,0,Yes,23.05,Medium,Delivered,2026-02
DEL00442,ORD007693,Delhi,WH-MUM,RID004,14.1,2.95,0,Yes,55.2,Low,Delivered,2026-07
DEL00443,ORD001710,Delhi,WH-BLR,RID038,5.9,0.5,0,Yes,24.81,High,Delivered,2026-07
DEL00444,ORD009009,Ahmedabad,WH-BLR,RID029,458.5,21.15,1,No,1608.37,Low,Delivered,2026-07
DEL00445,ORD008402,Ahmedabad,WH-BLR,RID033,652.7,28.12,2,No,2889.53,High,Delivered,2026-03
DEL00446,ORD008085,Delhi,WH-BLR,RID022,12.0,2.61,0,Yes,63.18,Low,Delivered,2026-05
DEL00447,ORD003552,Pune,WH-KOL,RID031,798.4,34.18,1,No,2981.83,High,RTO,2026-08
DEL00448,ORD006948,Delhi,WH-DEL,RID008,9.8,2.49,0,Yes,37.58,High,Delivered,2026-06
DEL00449,ORD010221,Bengaluru,WH-MUM,RID013,8.0,1.19,2,No,30.35,High,Delivered,2026-02
DEL00450,ORD010246,Bengaluru,WH-BLR,RID012,6.9,1.68,0,Yes,37.56,Medium,Delivered Late,2026-02
DEL00451,ORD003842,Pune,WH-KOL,RID027,879.7,38.06,0,Yes,4631.03,Low,Delivered,2026-05
DEL00452,ORD008825,Bengaluru,WH-DEL,RID020,12.2,2.46,0,Yes,45.79,High,Delivered,2026-06
DEL00453,ORD008214,Ahmedabad,WH-MUM,RID023,332.6,15.48,0,Yes,1467.43,Medium,Delivered,2026-06
DEL00454,ORD002383,Pune,WH-BLR,RID007,683.5,30.01,0,Yes,3255.59,High,Delivered,2026-07
DEL00455,ORD005607,Bengaluru,WH-BLR,RID003,5.4,1.99,0,Yes,29.43,Low,Delivered,2026-03
DEL00456,ORD004095,Pune,WH-BLR,RID038,598.9,27.05,0,Yes,2268.83,Medium,Delivered,2026-02
DEL00457,ORD005559,Kolkata,WH-MUM,RID031,12.8,2.74,0,Yes,65.26,Medium,Delivered Late,2026-06
DEL00458,ORD003872,Hyderabad,WH-MUM,RID035,695.8,28.72,0,Yes,3558.28,Medium,Delivered,2026-07
DEL00459,ORD010546,Kolkata,WH-MUM,RID040,17.2,2.36,0,Yes,83.92,Medium,Delivered,2026-06
DEL00460,ORD008734,Chennai,WH-KOL,RID019,1034.9,43.0,0,Yes,4488.38,Medium,Delivered,2026-04
DEL00461,ORD007668,Chennai,WH-KOL,RID012,925.9,39.1,0,Yes,5081.57,Medium,Delivered,2026-06
DEL00462,ORD005743,Kolkata,WH-MUM,RID030,7.0,1.2,0,Yes,37.18,High,Delivered,2026-07
