Exception_ID,Order_ID,Exception_Type,Exception_Date,Owner,Status,Action_Taken
EXC0310,ORD009124,Payment Failure,2026-04-25,Finance,Resolved,Address Updated
EXC0311,ORD001218,Inventory Mismatch,2026-04-19,Finance,In Progress,Customer Contacted
EXC0312,ORD002622,Late Dispatch,2026-02-15,Customer Support,In Progress,Escalated to Hub
EXC0313,ORD005034,Delayed Shipment,2026-04-22,Finance,Resolved,Seller Notified
EXC0314,ORD002618,Late Dispatch,2026-03-12,Finance,In Progress,Customer Contacted
EXC0315,ORD007775,Lost Shipment,2026-03-08,Seller Mgmt,Resolved,Seller Notified
EXC0316,ORD001334,Delayed Shipment,2026-06-11,Seller Mgmt,Resolved,Escalated to Hub
EXC0317,ORD008488,Inventory Mismatch,2026-04-11,Logistics,Resolved,Address Updated
EXC0318,ORD006747,Wrong Item,2026-05-16,Customer Support,Resolved,Stock Corrected
EXC0319,ORD007746,Address Issue,2026-03-29,Seller Mgmt,Resolved,Escalated to Hub
EXC0320,ORD011190,Cancelled Order,2026-04-22,Customer Support,Resolved,Pending Investigation
EXC0321,ORD000263,Late Dispatch,2026-02-20,Finance,Resolved,Customer Contacted
EXC0322,ORD006394,Late Dispatch,2026-06-22,FC Ops,Resolved,Reshipped
EXC0323,ORD004965,Cancelled Order,2026-02-13,Finance,In Progress,Refund Issued
EXC0324,ORD000471,Payment Failure,2026-06-22,Customer Support,Resolved,Pending Investigation
EXC0325,ORD002312,Payment Failure,2026-02-11,Finance,Open,Pending Investigation
EXC0326,ORD002599,Late Dispatch,2026-06-11,Seller Mgmt,Resolved,Reshipped
EXC0327,ORD009820,Delayed Shipment,2026-05-23,Logistics,Resolved,Reshipped
EXC0328,ORD001341,Delayed Shipment,2026-06-01,Finance,In Progress,Seller Notified
EXC0329,ORD000871,Cancelled Order,2026-05-06,Logistics,In Progress,Escalated to Hub
EXC0330,ORD009417,Late Dispatch,2026-03-07,Customer Support,Resolved,Stock Corrected
EXC0331,ORD004424,Delayed Shipment,2026-02-04,Finance,Open,Pending Investigation
EXC0332,ORD003888,Address Issue,2026-07-08,FC Ops,Open,Pending Investigation
EXC0333,ORD000159,Cancelled Order,2026-08-03,FC Ops,Resolved,Customer Contacted
EXC0334,ORD004169,Delayed Shipment,2026-03-28,Finance,Resolved,Reshipped
EXC0335,ORD003274,Inventory Mismatch,2026-04-21,Customer Support,Resolved,Seller Notified
EXC0336,ORD009788,Late Dispatch,2026-05-25,Finance,Open,Pending Investigation
EXC0337,ORD007895,Delayed Shipment,2026-02-20,Finance,Resolved,Customer Contacted
EXC0338,ORD003815,Cancelled Order,2026-04-12,Customer Support,Resolved,Escalated to Hub
EXC0339,ORD010768,Address Issue,2026-03-31,Logistics,In Progress,Stock Corrected
EXC0340,ORD004722,Late Dispatch,2026-03-09,Finance,Resolved,Pending Investigation
EXC0341,ORD003275,Wrong Item,2026-03-16,Finance,Open,Pending Investigation
EXC0342,ORD001612,Address Issue,2026-06-07,Logistics,Open,Pending Investigation
EXC0343,ORD005618,Address Issue,2026-06-01,FC Ops,Resolved,Escalated to Hub
EXC0344,ORD005754,Late Dispatch,2026-04-06,Seller Mgmt,Open,Pending Investigation
EXC0345,ORD006317,Payment Failure,2026-07-13,FC Ops,Resolved,Refund Issued
EXC0346,ORD000521,Address Issue,2026-04-27,Logistics,Resolved,Escalated to Hub
EXC0347,ORD008777,Payment Failure,2026-03-18,Finance,Resolved,Reshipped
EXC0348,ORD002178,Late Dispatch,2026-05-26,Customer Support,In Progress,Stock Corrected
EXC0349,ORD002849,Delayed Shipment,2026-05-29,Finance,Open,Pending Investigation
EXC0350,ORD007083,Wrong Item,2026-07-06,Finance,In Progress,Escalated to Hub
EXC0351,ORD006891,Wrong Item,2026-05-25,Finance,Resolved,Reshipped
EXC0352,ORD004513,Address Issue,2026-05-25,FC Ops,Resolved,Reshipped
EXC0353,ORD003872,Inventory Mismatch,2026-07-14,FC Ops,Resolved,Stock Corrected
EXC0354,ORD003055,Inventory Mismatch,2026-05-16,Customer Support,Resolved,Escalated to Hub
EXC0355,ORD008616,Address Issue,2026-07-30,Customer Support,Resolved,Escalated to Hub
EXC0356,ORD001545,Payment Failure,2026-06-10,Finance,In Progress,Seller Notified
EXC0357,ORD006241,Address Issue,2026-03-22,Finance,Resolved,Customer Contacted
EXC0358,ORD008695,Late Dispatch,2026-04-26,Logistics,Resolved,Seller Notified
EXC0359,ORD010343,Payment Failure,2026-06-11,Seller Mgmt,In Progress,Escalated to Hub
EXC0360,ORD002840,Payment Failure,2026-07-23,Finance,Resolved,Pending Investigation
EXC0361,ORD001412,Inventory Mismatch,2026-06-01,Finance,In Progress,Escalated to Hub
EXC0362,ORD008129,Late Dispatch,2026-05-19,Finance,Resolved,Refund Issued
EXC0363,ORD008355,Wrong Item,2026-04-08,Customer Support,Resolved,Reshipped
EXC0364,ORD005030,Lost Shipment,2026-03-29,Customer Support,Resolved,Address Updated
EXC0365,ORD004174,Cancelled Order,2026-06-17,FC Ops,Resolved,Escalated to Hub
EXC0366,ORD010232,Inventory Mismatch,2026-06-22,Finance,Resolved,Refund Issued
EXC0367,ORD009700,Delayed Shipment,2026-07-02,Finance,Resolved,Refund Issued
EXC0368,ORD009800,Inventory Mismatch,2026-07-05,Customer Support,Resolved,Customer Contacted
EXC0369,ORD003192,Inventory Mismatch,2026-03-06,Finance,Open,Pending Investigation
EXC0370,ORD007733,Lost Shipment,2026-06-07,Customer Support,Resolved,Stock Corrected
EXC0371,ORD001198,Payment Failure,2026-05-17,Logistics,Resolved,Escalated to Hub
EXC0372,ORD005031,Delayed Shipment,2026-04-16,Customer Support,Open,Pending Investigation
EXC0373,ORD000229,Late Dispatch,2026-02-14,Customer Support,Open,Pending Investigation
EXC0374,ORD006233,Late Dispatch,2026-06-16,Customer Support,In Progress,Stock Corrected
EXC0375,ORD002498,Delayed Shipment,2026-06-12,Logistics,Resolved,Pending Investigation
EXC0376,ORD010799,Late Dispatch,2026-04-19,Seller Mgmt,Resolved,Address Updated
EXC0377,ORD007784,Inventory Mismatch,2026-04-21,Finance,Resolved,Refund Issued
EXC0378,ORD005042,Cancelled Order,2026-03-09,Seller Mgmt,Resolved,Reshipped
EXC0379,ORD011129,Payment Failure,2026-03-01,FC Ops,Resolved,Reshipped
EXC0380,ORD000266,Late Dispatch,2026-06-04,Seller Mgmt,Resolved,Stock Corrected
EXC0381,ORD007203,Inventory Mismatch,2026-02-24,Logistics,Open,Pending Investigation
EXC0382,ORD005096,Inventory Mismatch,2026-07-04,Customer Support,Resolved,Refund Issued
EXC0383,ORD007375,Cancelled Order,2026-04-05,Logistics,In Progress,Customer Contacted
EXC0384,ORD005560,Delayed Shipment,2026-06-19,Logistics,Resolved,Stock Corrected
EXC0385,ORD007765,Payment Failure,2026-06-07,FC Ops,Resolved,Address Updated
EXC0386,ORD006295,Late Dispatch,2026-03-04,Finance,Resolved,Stock Corrected
EXC0387,ORD001623,Delayed Shipment,2026-05-19,Seller Mgmt,In Progress,Refund Issued
EXC0388,ORD010334,Inventory Mismatch,2026-06-24,Seller Mgmt,Resolved,Escalated to Hub
EXC0389,ORD001747,Wrong Item,2026-04-03,Finance,Open,Pending Investigation
EXC0390,ORD004602,Late Dispatch,2026-07-21,Customer Support,Resolved,Customer Contacted
EXC0391,ORD010052,Payment Failure,2026-03-28,Logistics,Resolved,Refund Issued
EXC0392,ORD005753,Address Issue,2026-04-15,Customer Support,Resolved,Customer Contacted
EXC0393,ORD008737,Lost Shipment,2026-06-02,Finance,Resolved,Seller Notified
EXC0394,ORD005382,Delayed Shipment,2026-06-14,FC Ops,Resolved,Seller Notified
EXC0395,ORD008656,Delayed Shipment,2026-04-30,FC Ops,Resolved,Reshipped
EXC0396,ORD009605,Wrong Item,2026-07-07,Finance,Resolved,Customer Contacted
EXC0397,ORD001054,Payment Failure,2026-06-26,Logistics,Resolved,Address Updated
EXC0398,ORD006939,Cancelled Order,2026-07-30,Logistics,Resolved,Stock Corrected
EXC0399,ORD004650,Address Issue,2026-03-02,Finance,Resolved,Seller Notified
EXC0400,ORD003536,Wrong Item,2026-06-22,Seller Mgmt,Open,Pending Investigation
EXC0401,ORD006261,Delayed Shipment,2026-03-29,FC Ops,Open,Pending Investigation
EXC0402,ORD005656,Delayed Shipment,2026-07-26,Customer Support,Resolved,Stock Corrected
EXC0403,ORD006622,Late Dispatch,2026-06-07,Seller Mgmt,In Progress,Stock Corrected
EXC0404,ORD001114,Address Issue,2026-07-06,Seller Mgmt,Resolved,Address Updated
EXC0405,ORD005374,Address Issue,2026-05-06,FC Ops,Resolved,Refund Issued
EXC0406,ORD001454,Address Issue,2026-04-06,Seller Mgmt,Resolved,Stock Corrected
EXC0407,ORD001966,Delayed Shipment,2026-06-07,FC Ops,Open,Pending Investigation
EXC0408,ORD004251,Delayed Shipment,2026-02-25,FC Ops,Resolved,Customer Contacted
EXC0409,ORD006657,Late Dispatch,2026-03-14,Logistics,Resolved,Address Updated
EXC0410,ORD001890,Address Issue,2026-07-11,Customer Support,Resolved,Seller Notified
EXC0411,ORD000109,Late Dispatch,2026-02-05,Finance,Resolved,Escalated to Hub
EXC0412,ORD005110,Payment Failure,2026-06-24,Customer Support,Resolved,Stock Corrected
EXC0413,ORD006597,Late Dispatch,2026-04-13,Finance,In Progress,Reshipped
EXC0414,ORD004623,Inventory Mismatch,2026-02-23,Customer Support,Resolved,Address Updated
EXC0415,ORD005545,Wrong Item,2026-03-05,Customer Support,Resolved,Refund Issued
EXC0416,ORD009285,Inventory Mismatch,2026-07-30,Seller Mgmt,Resolved,Pending Investigation
EXC0417,ORD005584,Cancelled Order,2026-06-11,FC Ops,In Progress,Seller Notified
EXC0418,ORD010007,Inventory Mismatch,2026-05-22,Finance,Open,Pending Investigation
EXC0419,ORD010923,Inventory Mismatch,2026-05-01,Customer Support,Resolved,Seller Notified
EXC0420,ORD005858,Address Issue,2026-05-22,Finance,Resolved,Pending Investigation
EXC0421,ORD004831,Wrong Item,2026-05-22,Seller Mgmt,Resolved,Customer Contacted
EXC0422,ORD004815,Address Issue,2026-05-06,Logistics,Open,Pending Investigation
EXC0423,ORD001456,Inventory Mismatch,2026-03-30,Customer Support,Resolved,Escalated to Hub
EXC0424,ORD010730,Cancelled Order,2026-06-27,FC Ops,Resolved,Seller Notified
EXC0425,ORD002515,Payment Failure,2026-06-16,Logistics,Resolved,Seller Notified
EXC0426,ORD006717,Late Dispatch,2026-06-26,Seller Mgmt,Resolved,Refund Issued
EXC0427,ORD009233,Lost Shipment,2026-04-15,FC Ops,Open,Pending Investigation
EXC0428,ORD008761,Lost Shipment,2026-02-12,Logistics,Resolved,Seller Notified
EXC0429,ORD001323,Address Issue,2026-06-29,Logistics,Resolved,Address Updated
EXC0430,ORD004171,Address Issue,2026-04-10,Customer Support,Resolved,Customer Contacted
EXC0431,ORD007678,Wrong Item,2026-05-15,Logistics,Resolved,Escalated to Hub
EXC0432,ORD003966,Lost Shipment,2026-05-16,Customer Support,In Progress,Reshipped
EXC0433,ORD009980,Delayed Shipment,2026-02-06,Seller Mgmt,Resolved,Escalated to Hub
EXC0434,ORD000420,Inventory Mismatch,2026-05-01,Customer Support,In Progress,Customer Contacted
EXC0435,ORD006157,Late Dispatch,2026-05-26,Logistics,Open,Pending Investigation
EXC0436,ORD010631,Delayed Shipment,2026-05-20,Customer Support,Resolved,Address Updated
EXC0437,ORD006086,Cancelled Order,2026-06-22,Logistics,Resolved,Customer Contacted
EXC0438,ORD001143,Delayed Shipment,2026-02-21,Logistics,Resolved,Refund Issued
EXC0439,ORD005665,Wrong Item,2026-05-08,Seller Mgmt,Resolved,Reshipped
EXC0440,ORD006893,Wrong Item,2026-03-25,Logistics,Resolved,Escalated to Hub
EXC0441,ORD011115,Payment Failure,2026-03-21,Customer Support,Open,Pending Investigation
EXC0442,ORD007014,Delayed Shipment,2026-04-22,FC Ops,In Progress,Stock Corrected
EXC0443,ORD005302,Payment Failure,2026-07-13,Finance,Open,Pending Investigation
EXC0444,ORD000741,Cancelled Order,2026-07-26,FC Ops,In Progress,Escalated to Hub
EXC0445,ORD008817,Wrong Item,2026-03-09,FC Ops,Resolved,Refund Issued
EXC0446,ORD000414,Address Issue,2026-05-22,Seller Mgmt,Resolved,Reshipped
EXC0447,ORD000779,Delayed Shipment,2026-07-04,Seller Mgmt,Resolved,Address Updated
EXC0448,ORD008178,Late Dispatch,2026-04-13,Customer Support,Resolved,Customer Contacted
EXC0449,ORD008281,Payment Failure,2026-06-24,Seller Mgmt,Open,Pending Investigation
EXC0450,ORD004092,Wrong Item,2026-05-09,Seller Mgmt,In Progress,Customer Contacted
EXC0451,ORD002591,Delayed Shipment,2026-06-15,FC Ops,Resolved,Address Updated
EXC0452,ORD007054,Late Dispatch,2026-05-08,Finance,In Progress,Reshipped
EXC0453,ORD004588,Late Dispatch,2026-05-06,Customer Support,In Progress,Address Updated
EXC0454,ORD010184,Cancelled Order,2026-03-13,FC Ops,Resolved,Seller Notified
EXC0455,ORD002196,Payment Failure,2026-06-25,FC Ops,Resolved,Escalated to Hub
EXC0456,ORD008135,Payment Failure,2026-04-18,Seller Mgmt,In Progress,Refund Issued
EXC0457,ORD005873,Wrong Item,2026-06-01,FC Ops,In Progress,Address Updated
EXC0458,ORD002537,Cancelled Order,2026-05-21,Customer Support,In Progress,Refund Issued
EXC0459,ORD006950,Delayed Shipment,2026-06-26,Seller Mgmt,In Progress,Seller Notified
EXC0460,ORD007821,Lost Shipment,2026-03-12,Seller Mgmt,Open,Pending Investigation
EXC0461,ORD004847,Wrong Item,2026-04-16,Customer Support,Resolved,Customer Contacted
EXC0462,ORD005177,Payment Failure,2026-07-30,Customer Support,Resolved,Address Updated
EXC0463,ORD000938,Cancelled Order,2026-02-13,FC Ops,In Progress,Reshipped
EXC0464,ORD002735,Inventory Mismatch,2026-06-20,Seller Mgmt,Resolved,Customer Contacted
EXC0465,ORD000230,Delayed Shipment,2026-05-07,Seller Mgmt,Open,Pending Investigation
EXC0466,ORD003327,Delayed Shipment,2026-07-10,Seller Mgmt,Resolved,Customer Contacted
EXC0467,ORD010810,Payment Failure,2026-05-30,Customer Support,Resolved,Reshipped
EXC0468,ORD005469,Late Dispatch,2026-07-19,FC Ops,In Progress,Escalated to Hub
EXC0469,ORD011499,Late Dispatch,2026-05-05,Finance,Resolved,Escalated to Hub
EXC0470,ORD002786,Inventory Mismatch,2026-03-22,Finance,Open,Pending Investigation
EXC0471,ORD008061,Delayed Shipment,2026-02-23,Finance,In Progress,Address Updated
EXC0472,ORD003057,Wrong Item,2026-02-19,Logistics,Resolved,Customer Contacted
EXC0473,ORD000216,Cancelled Order,2026-04-14,Customer Support,Resolved,Address Updated
EXC0474,ORD000154,Late Dispatch,2026-02-07,Finance,Resolved,Escalated to Hub
EXC0475,ORD004470,Wrong Item,2026-07-03,Customer Support,Resolved,Stock Corrected
EXC0476,ORD010100,Cancelled Order,2026-04-02,Finance,Open,Pending Investigation
EXC0477,ORD001177,Late Dispatch,2026-06-23,FC Ops,Open,Pending Investigation
EXC0478,ORD011164,Delayed Shipment,2026-05-14,Logistics,Open,Pending Investigation
EXC0479,ORD005804,Delayed Shipment,2026-02-11,Logistics,Resolved,Seller Notified
EXC0480,ORD004613,Wrong Item,2026-06-17,Logistics,In Progress,Address Updated
EXC0481,ORD003009,Address Issue,2026-06-13,Seller Mgmt,Resolved,Address Updated
EXC0482,ORD004960,Wrong Item,2026-02-27,FC Ops,In Progress,Stock Corrected
EXC0483,ORD008544,Payment Failure,2026-06-02,Customer Support,Open,Pending Investigation
EXC0484,ORD005911,Payment Failure,2026-04-27,Logistics,Resolved,Escalated to Hub
EXC0485,ORD010471,Delayed Shipment,2026-03-05,Finance,Resolved,Address Updated
EXC0486,ORD002077,Payment Failure,2026-07-01,Finance,In Progress,Refund Issued
EXC0487,ORD005286,Delayed Shipment,2026-05-22,Finance,Open,Pending Investigation
EXC0488,ORD002099,Late Dispatch,2026-04-27,FC Ops,In Progress,Escalated to Hub
EXC0489,ORD003063,Address Issue,2026-06-14,Logistics,Resolved,Escalated to Hub
EXC0490,ORD003462,Lost Shipment,2026-06-24,Customer Support,Resolved,Seller Notified
EXC0491,ORD008365,Delayed Shipment,2026-06-06,Seller Mgmt,Resolved,Address Updated
EXC0492,ORD001716,Delayed Shipment,2026-03-13,Customer Support,Open,Pending Investigation
EXC0493,ORD009326,Address Issue,2026-05-23,Seller Mgmt,Resolved,Customer Contacted
EXC0494,ORD005615,Wrong Item,2026-04-25,Finance,Open,Pending Investigation
EXC0495,ORD004374,Lost Shipment,2026-07-29,FC Ops,Resolved,Pending Investigation
EXC0496,ORD006875,Delayed Shipment,2026-03-30,Finance,Resolved,Pending Investigation
EXC0497,ORD001533,Cancelled Order,2026-06-06,FC Ops,Resolved,Pending Investigation
EXC0498,ORD005741,Payment Failure,2026-05-13,Logistics,In Progress,Seller Notified
EXC0499,ORD008537,Address Issue,2026-03-12,FC Ops,In Progress,Pending Investigation
EXC0500,ORD011065,Address Issue,2026-05-02,Seller Mgmt,In Progress,Stock Corrected
EXC0501,ORD010491,Address Issue,2026-05-21,Seller Mgmt,Resolved,Reshipped
EXC0502,ORD003193,Delayed Shipment,2026-05-23,Customer Support,Resolved,Escalated to Hub
EXC0503,ORD004803,Late Dispatch,2026-03-14,FC Ops,Open,Pending Investigation
EXC0504,ORD009054,Cancelled Order,2026-04-28,FC Ops,Resolved,Customer Contacted
EXC0505,ORD001166,Delayed Shipment,2026-04-02,Customer Support,Resolved,Reshipped
EXC0506,ORD002046,Delayed Shipment,2026-05-22,Logistics,In Progress,Seller Notified
EXC0507,ORD008170,Inventory Mismatch,2026-07-23,Seller Mgmt,In Progress,Escalated to Hub
EXC0508,ORD005843,Payment Failure,2026-03-15,Seller Mgmt,Open,Pending Investigation
EXC0509,ORD008086,Delayed Shipment,2026-06-22,Finance,Open,Pending Investigation
EXC0510,ORD006842,Delayed Shipment,2026-03-18,FC Ops,In Progress,Seller Notified
EXC0511,ORD004065,Wrong Item,2026-04-09,Customer Support,Resolved,Seller Notified
EXC0512,ORD000190,Wrong Item,2026-07-25,Seller Mgmt,In Progress,Stock Corrected
EXC0513,ORD010656,Late Dispatch,2026-05-17,FC Ops,Resolved,Refund Issued
EXC0514,ORD003785,Late Dispatch,2026-05-06,Logistics,Resolved,Refund Issued
EXC0515,ORD010801,Inventory Mismatch,2026-07-16,FC Ops,Open,Pending Investigation
EXC0516,ORD002589,Lost Shipment,2026-03-26,Customer Support,Resolved,Seller Notified
EXC0517,ORD009676,Wrong Item,2026-05-29,Finance,Resolved,Pending Investigation
EXC0518,ORD011019,Delayed Shipment,2026-06-04,Logistics,Resolved,Reshipped
EXC0519,ORD006655,Delayed Shipment,2026-07-13,FC Ops,Resolved,Pending Investigation
EXC0520,ORD010191,Wrong Item,2026-02-05,FC Ops,Resolved,Address Updated
EXC0521,ORD006508,Wrong Item,2026-02-15,Customer Support,Open,Pending Investigation
EXC0522,ORD000432,Delayed Shipment,2026-07-18,FC Ops,Resolved,Seller Notified
EXC0523,ORD011383,Wrong Item,2026-05-02,Customer Support,Resolved,Address Updated
EXC0524,ORD004576,Late Dispatch,2026-04-20,Logistics,Resolved,Pending Investigation
EXC0525,ORD004729,Wrong Item,2026-04-03,Logistics,Resolved,Address Updated
EXC0526,ORD000312,Address Issue,2026-07-03,Seller Mgmt,Open,Pending Investigation
EXC0527,ORD003672,Lost Shipment,2026-05-07,Logistics,Resolved,Seller Notified
EXC0528,ORD007332,Wrong Item,2026-04-22,Customer Support,Open,Pending Investigation
EXC0529,ORD004870,Lost Shipment,2026-02-23,Customer Support,In Progress,Stock Corrected
EXC0530,ORD010802,Lost Shipment,2026-07-17,FC Ops,Resolved,Refund Issued
EXC0531,ORD001150,Inventory Mismatch,2026-03-20,Logistics,Resolved,Reshipped
EXC0532,ORD004385,Late Dispatch,2026-03-04,Finance,Resolved,Address Updated
EXC0533,ORD010162,Cancelled Order,2026-04-03,Customer Support,Open,Pending Investigation
EXC0534,ORD010972,Cancelled Order,2026-03-22,Logistics,Resolved,Seller Notified
EXC0535,ORD008990,Late Dispatch,2026-03-15,Seller Mgmt,In Progress,Stock Corrected
EXC0536,ORD006379,Delayed Shipment,2026-02-09,Seller Mgmt,In Progress,Pending Investigation
EXC0537,ORD008324,Lost Shipment,2026-05-13,Logistics,Resolved,Refund Issued
EXC0538,ORD007067,Delayed Shipment,2026-07-20,Logistics,In Progress,Seller Notified
EXC0539,ORD010005,Delayed Shipment,2026-03-25,Seller Mgmt,Resolved,Reshipped
EXC0540,ORD007223,Address Issue,2026-04-23,Seller Mgmt,Resolved,Pending Investigation
EXC0541,ORD000792,Delayed Shipment,2026-04-04,Customer Support,In Progress,Stock Corrected
EXC0542,ORD004324,Address Issue,2026-03-30,Logistics,Open,Pending Investigation
EXC0543,ORD002175,Delayed Shipment,2026-03-27,Seller Mgmt,Open,Pending Investigation
EXC0544,ORD007129,Delayed Shipment,2026-07-30,Seller Mgmt,Resolved,Pending Investigation
EXC0545,ORD005489,Cancelled Order,2026-02-13,Seller Mgmt,Open,Pending Investigation
EXC0546,ORD008371,Late Dispatch,2026-06-14,Seller Mgmt,In Progress,Customer Contacted
EXC0547,ORD010784,Delayed Shipment,2026-07-15,Logistics,Resolved,Pending Investigation
EXC0548,ORD006204,Delayed Shipment,2026-05-22,Seller Mgmt,Resolved,Address Updated
EXC0549,ORD007189,Inventory Mismatch,2026-02-06,FC Ops,Resolved,Pending Investigation
EXC0550,ORD011514,Wrong Item,2026-04-30,Customer Support,In Progress,Stock Corrected
EXC0551,ORD007451,Cancelled Order,2026-06-08,Customer Support,Resolved,Pending Investigation
EXC0552,ORD008081,Delayed Shipment,2026-03-16,Finance,Open,Pending Investigation
EXC0553,ORD001700,Late Dispatch,2026-04-27,Seller Mgmt,Resolved,Pending Investigation
EXC0554,ORD009410,Delayed Shipment,2026-02-27,FC Ops,Resolved,Escalated to Hub
EXC0555,ORD004364,Lost Shipment,2026-05-31,Logistics,Resolved,Seller Notified
EXC0556,ORD007507,Late Dispatch,2026-05-29,Seller Mgmt,Resolved,Escalated to Hub
EXC0557,ORD004770,Wrong Item,2026-05-16,FC Ops,Resolved,Pending Investigation
EXC0558,ORD004360,Address Issue,2026-05-09,FC Ops,Resolved,Seller Notified
EXC0559,ORD002386,Late Dispatch,2026-02-27,Finance,Open,Pending Investigation
EXC0560,ORD004004,Late Dispatch,2026-07-02,FC Ops,Open,Pending Investigation
EXC0561,ORD005205,Address Issue,2026-04-30,Seller Mgmt,Resolved,Escalated to Hub
EXC0562,ORD005530,Cancelled Order,2026-03-29,Logistics,Resolved,Pending Investigation
EXC0563,ORD006750,Address Issue,2026-07-27,Finance,Resolved,Reshipped
EXC0564,ORD000336,Address Issue,2026-05-16,Customer Support,Resolved,Escalated to Hub
EXC0565,ORD011136,Late Dispatch,2026-02-26,FC Ops,Resolved,Seller Notified
EXC0566,ORD011288,Wrong Item,2026-07-27,Finance,Open,Pending Investigation
EXC0567,ORD007326,Late Dispatch,2026-06-09,FC Ops,Resolved,Escalated to Hub
EXC0568,ORD000107,Cancelled Order,2026-03-24,Seller Mgmt,Open,Pending Investigation
EXC0569,ORD003661,Cancelled Order,2026-07-19,Seller Mgmt,Resolved,Customer Contacted
EXC0570,ORD000944,Lost Shipment,2026-04-30,Finance,Resolved,Customer Contacted
EXC0571,ORD005630,Cancelled Order,2026-05-18,Logistics,Resolved,Reshipped
EXC0572,ORD008013,Address Issue,2026-06-29,Customer Support,Resolved,Stock Corrected
EXC0573,ORD004188,Delayed Shipment,2026-03-02,Seller Mgmt,Open,Pending Investigation
EXC0574,ORD010134,Cancelled Order,2026-07-06,Customer Support,Open,Pending Investigation
EXC0575,ORD005585,Wrong Item,2026-03-11,Customer Support,Resolved,Stock Corrected
EXC0576,ORD007245,Payment Failure,2026-04-15,Logistics,Resolved,Seller Notified
EXC0577,ORD007627,Delayed Shipment,2026-05-09,FC Ops,Resolved,Address Updated
EXC0578,ORD006505,Cancelled Order,2026-02-14,FC Ops,Resolved,Stock Corrected
EXC0579,ORD008550,Payment Failure,2026-07-04,Customer Support,Resolved,Seller Notified
EXC0580,ORD000290,Cancelled Order,2026-05-18,Seller Mgmt,Open,Pending Investigation
EXC0581,ORD003885,Address Issue,2026-07-04,Finance,Resolved,Reshipped
EXC0582,ORD002286,Payment Failure,2026-04-01,Logistics,In Progress,Address Updated
EXC0583,ORD006464,Delayed Shipment,2026-05-28,Logistics,Resolved,Address Updated
EXC0584,ORD009817,Delayed Shipment,2026-03-21,Finance,Resolved,Customer Contacted
EXC0585,ORD005593,Address Issue,2026-03-25,Customer Support,Resolved,Pending Investigation
EXC0586,ORD004346,Inventory Mismatch,2026-04-01,Seller Mgmt,Resolved,Address Updated
EXC0587,ORD009498,Address Issue,2026-06-27,Customer Support,In Progress,Refund Issued
EXC0588,ORD004333,Late Dispatch,2026-07-24,Customer Support,Resolved,Seller Notified
EXC0589,ORD007523,Address Issue,2026-04-26,Customer Support,Resolved,Address Updated
EXC0590,ORD008058,Payment Failure,2026-03-09,FC Ops,In Progress,Address Updated
EXC0591,ORD003380,Cancelled Order,2026-03-12,Logistics,In Progress,Refund Issued
EXC0592,ORD003439,Late Dispatch,2026-07-18,Seller Mgmt,Resolved,Address Updated
EXC0593,ORD000196,Wrong Item,2026-03-26,FC Ops,In Progress,Pending Investigation
EXC0594,ORD001615,Lost Shipment,2026-05-02,FC Ops,Resolved,Refund Issued
EXC0595,ORD002903,Lost Shipment,2026-03-31,Logistics,In Progress,Customer Contacted
EXC0596,ORD011292,Cancelled Order,2026-07-30,Logistics,In Progress,Escalated to Hub
EXC0597,ORD002550,Delayed Shipment,2026-02-21,FC Ops,Open,Pending Investigation
EXC0598,ORD005317,Wrong Item,2026-05-02,Seller Mgmt,Resolved,Address Updated
EXC0599,ORD004421,Late Dispatch,2026-07-06,Customer Support,In Progress,Address Updated
EXC0600,ORD001000,Cancelled Order,2026-02-16,Logistics,In Progress,Seller Notified
EXC0601,ORD007881,Cancelled Order,2026-06-12,Finance,Resolved,Pending Investigation
EXC0602,ORD005898,Payment Failure,2026-02-13,Finance,Open,Pending Investigation
EXC0603,ORD009557,Wrong Item,2026-04-16,Seller Mgmt,In Progress,Seller Notified
EXC0604,ORD003191,Lost Shipment,2026-07-11,Seller Mgmt,Resolved,Escalated to Hub
EXC0605,ORD007092,Address Issue,2026-04-27,Seller Mgmt,Resolved,Address Updated
EXC0606,ORD001300,Delayed Shipment,2026-07-10,Finance,Open,Pending Investigation
EXC0607,ORD006254,Address Issue,2026-05-02,Seller Mgmt,Resolved,Pending Investigation
EXC0608,ORD005531,Cancelled Order,2026-07-01,Logistics,Resolved,Refund Issued
EXC0609,ORD007339,Cancelled Order,2026-02-06,Seller Mgmt,Resolved,Address Updated
EXC0610,ORD008889,Delayed Shipment,2026-06-26,FC Ops,Open,Pending Investigation
EXC0611,ORD005640,Lost Shipment,2026-04-21,FC Ops,Resolved,Customer Contacted
EXC0612,ORD003788,Address Issue,2026-06-23,Finance,Resolved,Address Updated
EXC0613,ORD009757,Payment Failure,2026-04-08,Customer Support,Resolved,Stock Corrected
EXC0614,ORD006876,Late Dispatch,2026-02-19,Seller Mgmt,In Progress,Pending Investigation
EXC0615,ORD004580,Lost Shipment,2026-04-16,Logistics,Open,Pending Investigation
EXC0616,ORD003875,Lost Shipment,2026-03-22,Customer Support,In Progress,Stock Corrected
EXC0617,ORD000974,Delayed Shipment,2026-05-01,Finance,Open,Pending Investigation
EXC0618,ORD005306,Delayed Shipment,2026-05-22,Customer Support,Open,Pending Investigation
